district_id,cook_rating,delta_seats_no_maturity,delta_seats_with_maturity,model_party_no_maturity,model_party_with_maturity
CA-17,Safe D,0.0,0.0,0.0,0.0
CA-18,Safe D,0.0,0.0,0.0,0.0
CA-19,Safe D,0.0,0.0,0.0,0.0
CA-20,Safe R,0.00023096320788463989,6.371990285076838e-05,12003.151535043944,4094.384133643718
CA-21,Safe D,0.013866394868927046,0.002261083040279055,495428.1876439508,79613.25126099354
CA-22,Lean D,0.0009029084581322344,0.004933028837386111,4450477.237836176,6532282.928280221
CA-23,Safe R,0.014128397327891437,0.0016448493768343175,178699.47565036698,17451.129621555112
CA-24,Safe D,0.000684340481997503,0.0001546442326134656,109639.84723474598,33384.43270301365
CA-25,Likely D,0.02838667885519519,0.01057980527851965,1214277.7031437722,490207.86700658966
CA-26,Safe D,0.012637128657628782,0.002113771711139134,506712.00456973247,85342.92071787105
CA-27,Likely D,0.0008130918841743329,0.0005891361380587767,182558.91164700873,189719.80845011608
CA-28,Safe D,0.0,0.0,0.0,0.0
CA-29,Safe D,0.0,0.0,0.0,0.0
CA-30,Safe D,0.0,0.0,0.0,0.0
CA-31,Safe D,0.0013486171845275008,0.0005062679419535199,241419.2958440127,126832.956247803
CA-32,Safe D,0.0,0.0,0.0,0.0
CA-33,Safe D,0.0,0.0,0.0,0.0
CA-34,Safe D,0.0,0.0,0.0,0.0
CA-35,Safe D,0.0,0.0,0.0,0.0
CA-36,Safe D,0.0,0.0,0.0,0.0
CA-37,Safe D,0.0,0.0,0.0,0.0
CA-38,Safe D,0.0,0.0,0.0,0.0
CA-39,Safe D,0.0,0.0,0.0,0.0
CA-40,Lean R,0.13746836097456872,0.1536651224678381,10338126.478869686,17445479.558288172
CA-41,Toss-Up,0.0,0.0,0.0,0.0
CA-42,Safe D,0.0,8.254519086814405e-06,0.0,4876.603949653916
CA-43,Safe D,0.0,0.0,0.0,0.0
CA-44,Safe D,0.0,0.0,0.0,0.0
CA-45,Likely D,0.07576166488524427,0.05384966224568155,3104062.1091992203,2765185.518108134
CA-46,Safe D,0.00020571746641795396,3.459628930779779e-05,39901.24411120324,9288.627095538075
CA-47,Likely D,0.002463414861465285,0.0011523744409305259,399597.2906096389,256217.95650747907
CA-48,Safe R,0.03633320647175847,0.03615709524260241,3961780.3633036623,5876723.579002073
CA-49,Lean D,0.004774314347674502,0.002500394663318195,638298.4972961463,449715.2434801755
CA-50,Safe D,0.0,0.0,0.0,0.0
CA-51,Safe D,0.0,0.0,0.0,0.0
CA-52,Safe D,0.0,3.1112177506509298e-06,0.0,1695.8013578471728
CO-01,Safe D,0.0,0.0,0.0,0.0
CO-02,Safe D,0.0,0.0,0.0,0.0
CO-03,Likely R,0.08824060666729039,0.05895291388329216,5182736.214231696,4844786.953679753
CO-04,Safe R,0.0,0.0036562243708385678,0.0,1893253.9809313295
CO-05,Safe R,0.03968642009479667,0.03304436389958981,3658016.2032605577,4485715.807674398
CO-06,Safe D,0.0,0.0,0.0,0.0
CO-07,Lean D,0.0,0.0002553552522166491,0.0,110863.42761437898
CO-08,Toss-Up,-0.009967055582612017,-4.549903321726667e-05,5015156.726518394,9294383.835026488
CT-01,Safe D,0.0,0.0,0.0,0.0
CT-02,Lean D,0.004763691502709944,0.0005464642402595032,365212.5630912964,46407.6749940493
CT-03,Likely D,0.0,0.0,0.0,0.0
CT-04,Safe D,0.0,0.0,0.0,0.0
CT-05,Lean D,0.005140150544297728,0.0008719192454820224,443852.71477660444,87700.01605730981
DE-00,Likely D,0.0,0.0,0.0,0.0
FL-01,Safe R,6.13692467255273e-06,3.1594651880768355e-06,878.9800857833325,609.9088459222548
FL-02,Likely R,0.007977293011180497,0.008213672106814285,306311.1478760688,408154.24325401563
FL-03,Safe R,0.00017979592403111633,4.138824185632214e-05,3568.549506070667,960.7296780376528
FL-04,Likely R,0.11616687423153715,0.035520555362962336,3930751.2449932643,1250280.7527689342
FL-05,Safe R,0.03783701479379804,0.0028232203997703015,833833.5889114363,40941.542820875155
FL-06,Safe R,0.00044883865866095045,0.00023441212533593069,26050.129141605663,17023.82328342073
FL-07,Likely R,0.12610931494197325,0.04185111795223129,4216450.007056221,1530664.8562417722
FL-08,Safe R,0.05358254169981258,0.015055115764562643,2635721.645048324,799726.0310867582
FL-09,Safe D,0.07850059598410897,0.02330155293228442,1595655.8078887938,406346.05520156305
FL-10,Safe D,0.0,0.0,0.0,0.0
FL-11,Likely R,0.0005400270792556405,8.200086672357186e-05,5296.593821769638,891.3478206440195
FL-12,Safe R,0.010671303124128638,0.0023173537350469203,565995.60814289,135287.89302069158
FL-13,Likely R,0.11907104495320925,0.05173379353798385,4480671.124936349,2293272.2158044428
FL-14,Safe D,0.08433035312066606,0.02383497845293925,1639428.5387583147,385700.95329567324
FL-15,Likely R,0.02482624585876448,0.002593209400721372,183627.21650913436,12767.525333916892
FL-16,Likely R,0.009307792618097874,0.0013067709637577044,92336.0739353355,11783.87343372673
FL-17,Safe R,0.006032710722090346,0.000628759981802899,75999.0156560165,7525.633089686256
FL-18,Safe R,8.613667001199218e-05,4.630444154069251e-06,999.3019192782067,61.39865334107162
FL-19,Safe R,7.638651970262025e-05,3.099531394985854e-05,2866.47360276938,1417.7608746018304
FL-20,Safe D,0.0,0.0,0.0,0.0
FL-21,Likely R,0.04581218765708239,0.022212038058418926,1565686.6668199794,850891.306478959
FL-22,Likely D,0.19939510081767897,0.18487382645296602,6954757.470988911,9552155.975026231
FL-23,Likely D,0.0017815261387248427,0.000417356153769477,253248.73744292138,77974.77697807876
FL-24,Safe D,0.0,0.0,0.0,0.0
FL-25,Safe D,0.029244494168693347,0.010614917496460041,1075001.9907934507,412782.8140901469
FL-26,Likely R,0.038980681609261256,0.007055367617272754,622166.9354865301,85475.85100494568
FL-27,Toss-Up,0.11938653234679608,0.07411159697552139,4976737.610046914,4265978.5954489345
FL-28,Toss-Up,0.15848432976412474,0.03750284420567662,3493890.0217739865,712289.2923649175
GA-01,Likely R,0.00014224109234152633,0.0001494152941741208,9196.546397041704,12261.40077999336
GA-02,Likely D,0.003512903019667224,0.000722038242435441,380068.2468877316,96805.73171858373
GA-03,Safe R,7.193670088917296e-05,1.3449685893821353e-05,4016.4922060082463,935.3776623596495
GA-04,Safe D,0.0,0.0,0.0,0.0
GA-05,Safe D,0.0,0.0,0.0,0.0
GA-06,Safe R,0.0003119589918285648,0.0013884972490243452,84578.10198266734,565486.9153597297
GA-07,Likely D,0.2612871261197467,0.0748867952912291,3629363.5607854333,724832.7346579803
GA-08,Safe R,1.598475474903012e-05,1.8337737656311248e-06,612.1741624241913,85.67997840173484
GA-09,Safe R,0.00016916518715988024,2.1781232129054924e-05,11118.93884789967,1794.2104063858278
GA-10,Safe R,0.000294733084497123,0.00023532071021582085,18783.704564169864,18990.673200645746
GA-11,Safe R,0.00029318028868050364,0.00010171182022957002,8100.038387452427,3346.608167080194
GA-12,Likely R,0.0012762914420414578,0.00015515541572959715,11558.767945754338,1489.8844138001405
GA-13,Safe D,0.0,0.0,0.0,0.0
GA-14,Safe R,0.0,0.0020898008652150413,0.0,1189904.0044005113
HI-01,Safe D,0.0,0.0,0.0,0.0
HI-02,Safe D,0.00044630996491201724,7.322766149364668e-05,71489.61003142188,15781.076974018477
IA-01,Likely R,0.12119923358606532,0.11621268617970565,7739455.0288811335,11060343.696016654
IA-02,Lean R,0.08417028512882857,0.08150355910193896,3810874.0769296177,5312365.455557552
IA-03,Lean R,0.09448972375517661,0.08072598663956498,5988296.301505308,7562309.620136251
IA-04,Safe R,0.00019680222914812175,6.845183707681127e-05,7676.995866891812,3250.0873825291783
ID-01,Safe R,0.0005417350717244144,6.15676788319839e-05,30255.48084892932,4193.217250914051
ID-02,Safe R,0.00011769528555313075,1.4129674785164689e-05,3089.5213150015843,440.0647575233743
IL-01,Safe D,2.719060004707785e-05,6.1775051741763676e-06,6990.66352437099,2286.0062670318293
IL-02,Safe D,0.0,0.0,0.0,0.0
