district_id,period,period_date,model_recommended_party_spend,dccc_actual_cumulative_party_spend,dccc_actual_incremental_party_spend,gap
OH-09,2,2021-06-29,3479605.7063686345,-3682431.0799999996,0.0,3479605.7063686345
OH-13,2,2021-06-29,5980101.749500226,-2396611.97,0.0,5980101.749500226
OR-04,2,2021-06-29,9723371.628452946,-2474876.33,0.0,9723371.628452946
OR-05,2,2021-06-29,1279289.807532426,-5025196.260000001,0.0,1279289.807532426
OR-06,2,2021-06-29,5026175.242179396,-3303807.83,0.0,5026175.242179396
PA-01,2,2021-06-29,9263802.217957774,-964394.38,0.0,9263802.217957774
PA-07,2,2021-06-29,2355372.903675682,-6835941.42,0.0,2355372.903675682
PA-08,2,2021-06-29,3301377.873081262,-5292767.31,0.0,3301377.873081262
PA-17,2,2021-06-29,15484.783026838675,-7086934.68,0.0,15484.783026838675
RI-02,2,2021-06-29,4559062.429659957,-3769245.92,0.0,4559062.429659957
TX-15,2,2021-06-29,7392169.285102295,-2334819.06,0.0,7392169.285102295
TX-28,2,2021-06-29,1560687.9351562504,-6424513.83,0.0,1560687.9351562504
VA-02,2,2021-06-29,1.862645149230957e-09,-10355021.26,0.0,1.862645149230957e-09
VA-07,2,2021-06-29,0.0,-9195119.43,0.0,0.0
WA-08,2,2021-06-29,0.0,-10734003.43,0.0,0.0
WI-01,2,2021-06-29,7465193.137322429,-814276.45,0.0,7465193.137322429
WI-03,2,2021-06-29,6808002.896532116,-1798293.31,0.0,6808002.896532116
AZ-01,3,2021-07-13,4535588.91729769,-2397839.61,57654.18000000017,4477934.73729769
AZ-02,3,2021-07-13,3136383.907254696,-4036280.51,107488.5299999998,3028895.377254696
AZ-04,3,2021-07-13,274277.4189063385,-4938975.34,169258.91000000015,105018.50890633836
CA-09,3,2021-07-13,0.0,-8401770.41,230045.1799999997,-230045.1799999997
CA-13,3,2021-07-13,6171060.7937967125,-2240651.28,0.0,6171060.7937967125
CA-22,3,2021-07-13,22172349.720113955,-2843784.9,0.0,22172349.720113955
CA-27,3,2021-07-13,15978773.10701057,-3798567.11,141309.03000000026,15837464.077010568
CA-40,3,2021-07-13,13460752.648415867,-3684677.77,0.0,13460752.648415867
CA-45,3,2021-07-13,11060121.918174248,-4763280.050000001,189954.41999999993,10870167.498174248
CA-49,3,2021-07-13,1571432.4248137595,-6013659.73,216226.71999999974,1355205.7048137598
CO-07,3,2021-07-13,0.0,-2827701.58,310.0,-310.0
CO-08,3,2021-07-13,3603092.116606363,-3450642.71,0.0,3603092.116606363
CT-02,3,2021-07-13,192761.2593759722,-2416548.31,46713.78000000026,146047.47937597195
CT-05,3,2021-07-13,1414848.8256823383,-3133114.56,122412.41999999993,1292436.4056823384
FL-07,3,2021-07-13,1127447.1571247438,-1086529.0799999998,285538.79000000004,841908.3671247438
FL-23,3,2021-07-13,0.0,-1670073.61,0.0,0.0
FL-27,3,2021-07-13,14581302.388137963,-1797898.06,95498.3899999999,14485803.998137962
FL-28,3,2021-07-13,4968530.818693723,-123518.93,0.0,4968530.818693723
IA-03,3,2021-07-13,9.313225746154785e-10,-6877716.279999999,163829.48000000045,-163829.47999999952
IL-13,3,2021-07-13,2972828.763392675,-3796676.35,0.0,2972828.763392675
IL-17,3,2021-07-13,8750523.714215621,-2983968.25,0.0,8750523.714215621
KS-03,3,2021-07-13,0.0,-7764529.09,205963.16999999993,-205963.16999999993
MD-06,3,2021-07-13,0.0,-12720337.57,203852.7100000009,-203852.7100000009
ME-02,3,2021-07-13,1486022.320640657,-5715854.23,218322.9500000002,1267699.370640657
MI-03,3,2021-07-13,8784145.709107995,-3711027.72,8187.790000000037,8775957.919107996
MI-07,3,2021-07-13,0.0,-10964092.77,193089.25999999978,-193089.25999999978
MI-08,3,2021-07-13,39095.13134098984,-6173048.18,83039.19000000041,-43944.05865901057
MN-02,3,2021-07-13,1927145.9965599533,-8403230.540000001,161499.70999999903,1765646.2865599543
NC-01,3,2021-07-13,7541629.990730501,-1762951.79,0.0,7541629.990730501
NC-13,3,2021-07-13,3431114.2873848937,-3585198.77,33729.89999999991,3397384.387384894
NE-02,3,2021-07-13,10790135.457090653,-3261442.29,0.0,10790135.457090653
NH-01,3,2021-07-13,746030.4832806038,-4975084.07,114041.51999999955,631988.9632806042
NH-02,3,2021-07-13,0.0,-4911801.9,130572.40000000037,-130572.40000000037
NJ-07,3,2021-07-13,0.0,-8591731.0,172511.30000000075,-172511.30000000075
NM-01,3,2021-07-13,13936429.680845065,-1494478.5100000002,23744.429999999702,13912685.250845065
NM-02,3,2021-07-13,8240931.27779221,-3569826.26,0.0,8240931.27779221
NV-03,3,2021-07-13,1536277.2043407215,-5937383.5200000005,144979.0499999998,1391298.1543407217
NY-03,3,2021-07-13,3154647.2966551525,-3363736.21,103521.41999999993,3051125.8766551525
NY-04,3,2021-07-13,4802329.549149031,-1727130.79,0.0,4802329.549149031
NY-17,3,2021-07-13,0.0,-6084349.8100000005,345809.1699999999,-345809.1699999999
NY-18,3,2021-07-13,3526264.4060240854,-4657558.01,0.0,3526264.4060240854
NY-19,3,2021-07-13,1471673.160454465,-6323311.69,318798.54000000004,1152874.620454465
NY-22,3,2021-07-13,3958297.106187438,-2928188.9,764.75,3957532.356187438
OH-01,3,2021-07-13,7572658.405025179,-2604972.65,0.0,7572658.405025179
OH-09,3,2021-07-13,2604058.4801085107,-3648096.1199999996,34334.95999999996,2569723.5201085107
OH-13,3,2021-07-13,4541292.991596248,-2396611.97,0.0,4541292.991596248
OR-04,3,2021-07-13,7801784.326896643,-2474876.33,0.0,7801784.326896643
OR-05,3,2021-07-13,416699.97344551235,-4954569.11,70627.15000000037,346072.823445512
OR-06,3,2021-07-13,3597527.0880514653,-3303807.83,0.0,3597527.0880514653
PA-01,3,2021-07-13,10578052.863073757,-964394.38,0.0,10578052.863073757
PA-07,3,2021-07-13,2696714.924480104,-6681078.91,154862.50999999978,2541852.414480104
PA-08,3,2021-07-13,1995702.9514965015,-5145411.989999999,147355.3200000003,1848347.6314965012
PA-17,3,2021-07-13,9.313225746154785e-10,-7086934.68,0.0,9.313225746154785e-10
RI-02,3,2021-07-13,3130868.723601442,-3769245.92,0.0,3130868.723601442
TX-15,3,2021-07-13,9241166.436220352,-2334819.06,0.0,9241166.436220352
TX-28,3,2021-07-13,190244.8165445961,-6424475.46,38.37000000011176,190206.446544596
VA-02,3,2021-07-13,0.0,-10210433.43,144587.83000000007,-144587.83000000007
VA-07,3,2021-07-13,0.0,-9081757.200000001,113362.22999999858,-113362.22999999858
WA-08,3,2021-07-13,0.0,-10575834.89,158168.5399999991,-158168.5399999991
WI-01,3,2021-07-13,9515188.51619726,-814276.45,0.0,9515188.51619726
WI-03,3,2021-07-13,9000954.876664849,-1798293.31,0.0,9000954.876664849
AZ-01,4,2021-07-27,4535588.91729769,-2397839.61,0.0,4535588.91729769
AZ-02,4,2021-07-27,3136383.907254696,-4036280.51,0.0,3136383.907254696
AZ-04,4,2021-07-27,274277.4189063385,-4938975.34,0.0,274277.4189063385
CA-09,4,2021-07-27,0.0,-8401770.41,0.0,0.0
CA-13,4,2021-07-27,6171060.7937967125,-2240651.28,0.0,6171060.7937967125
CA-22,4,2021-07-27,22172349.720113955,-2843784.9,0.0,22172349.720113955
CA-27,4,2021-07-27,15978773.10701057,-3798567.11,0.0,15978773.10701057
CA-40,4,2021-07-27,13460752.648415867,-3684677.77,0.0,13460752.648415867
CA-45,4,2021-07-27,11060121.918174248,-4763280.050000001,0.0,11060121.918174248
CA-49,4,2021-07-27,1571432.4248137595,-6013659.73,0.0,1571432.4248137595
CO-07,4,2021-07-27,0.0,-2827701.58,0.0,0.0
CO-08,4,2021-07-27,3603092.116606363,-3450642.71,0.0,3603092.116606363
CT-02,4,2021-07-27,192761.2593759722,-2416548.31,0.0,192761.2593759722
CT-05,4,2021-07-27,1414848.8256823383,-3133114.56,0.0,1414848.8256823383
FL-07,4,2021-07-27,1127447.1571247438,-1086529.0799999998,0.0,1127447.1571247438
FL-23,4,2021-07-27,0.0,-1670073.61,0.0,0.0
FL-27,4,2021-07-27,14581302.388137963,-1797898.06,0.0,14581302.388137963
FL-28,4,2021-07-27,4968530.818693723,-123518.93,0.0,4968530.818693723
IA-03,4,2021-07-27,9.313225746154785e-10,-6877716.279999999,0.0,9.313225746154785e-10
IL-13,4,2021-07-27,2972828.763392675,-3796676.35,0.0,2972828.763392675
IL-17,4,2021-07-27,8750523.714215621,-2983968.25,0.0,8750523.714215621
KS-03,4,2021-07-27,0.0,-7764529.09,0.0,0.0
MD-06,4,2021-07-27,0.0,-12720337.57,0.0,0.0
ME-02,4,2021-07-27,1486022.320640657,-5715854.23,0.0,1486022.320640657
MI-03,4,2021-07-27,8784145.709107995,-3711027.72,0.0,8784145.709107995
MI-07,4,2021-07-27,0.0,-10964092.77,0.0,0.0
MI-08,4,2021-07-27,39095.13134098984,-6173048.18,0.0,39095.13134098984
MN-02,4,2021-07-27,1927145.9965599533,-8403230.540000001,0.0,1927145.9965599533
NC-01,4,2021-07-27,7541629.990730501,-1762951.79,0.0,7541629.990730501
NC-13,4,2021-07-27,3431114.2873848937,-3585198.77,0.0,3431114.2873848937
NE-02,4,2021-07-27,10790135.457090653,-3261442.29,0.0,10790135.457090653
NH-01,4,2021-07-27,746030.4832806038,-4975084.07,0.0,746030.4832806038
NH-02,4,2021-07-27,0.0,-4911801.9,0.0,0.0
NJ-07,4,2021-07-27,0.0,-8591731.0,0.0,0.0
NM-01,4,2021-07-27,13936429.680845065,-1494478.5100000002,0.0,13936429.680845065
NM-02,4,2021-07-27,8240931.27779221,-3569826.26,0.0,8240931.27779221
NV-03,4,2021-07-27,1536277.2043407215,-5937383.5200000005,0.0,1536277.2043407215
NY-03,4,2021-07-27,3154647.2966551525,-3363736.21,0.0,3154647.2966551525
NY-04,4,2021-07-27,4802329.549149031,-1727130.79,0.0,4802329.549149031
NY-17,4,2021-07-27,0.0,-6084349.8100000005,0.0,0.0
NY-18,4,2021-07-27,3526264.4060240854,-4657558.01,0.0,3526264.4060240854
NY-19,4,2021-07-27,1471673.160454465,-6323311.69,0.0,1471673.160454465
NY-22,4,2021-07-27,3958297.106187438,-2928188.9,0.0,3958297.106187438
OH-01,4,2021-07-27,7572658.405025179,-2604972.65,0.0,7572658.405025179
OH-09,4,2021-07-27,2604058.4801085107,-3648096.1199999996,0.0,2604058.4801085107
OH-13,4,2021-07-27,4541292.991596248,-2396611.97,0.0,4541292.991596248
OR-04,4,2021-07-27,7801784.326896643,-2474876.33,0.0,7801784.326896643
OR-05,4,2021-07-27,416699.97344551235,-4954569.11,0.0,416699.97344551235
OR-06,4,2021-07-27,3597527.0880514653,-3303807.83,0.0,3597527.0880514653
PA-01,4,2021-07-27,10578052.863073757,-964394.38,0.0,10578052.863073757
PA-07,4,2021-07-27,2696714.924480104,-6681078.91,0.0,2696714.924480104
PA-08,4,2021-07-27,1995702.9514965015,-5145411.989999999,0.0,1995702.9514965015
PA-17,4,2021-07-27,9.313225746154785e-10,-7086934.68,0.0,9.313225746154785e-10
RI-02,4,2021-07-27,3130868.723601442,-3769245.92,0.0,3130868.723601442
TX-15,4,2021-07-27,9241166.436220352,-2334819.06,0.0,9241166.436220352
TX-28,4,2021-07-27,190244.8165445961,-6424475.46,0.0,190244.8165445961
VA-02,4,2021-07-27,0.0,-10210433.43,0.0,0.0
VA-07,4,2021-07-27,0.0,-9081757.200000001,0.0,0.0
WA-08,4,2021-07-27,0.0,-10575834.89,0.0,0.0
WI-01,4,2021-07-27,9515188.51619726,-814276.45,0.0,9515188.51619726
WI-03,4,2021-07-27,9000954.876664849,-1798293.31,0.0,9000954.876664849
AZ-01,5,2021-08-10,4535588.91729769,-2397839.61,0.0,4535588.91729769
AZ-02,5,2021-08-10,3136383.907254696,-4036280.51,0.0,3136383.907254696
AZ-04,5,2021-08-10,274277.4189063385,-4938975.34,0.0,274277.4189063385
CA-09,5,2021-08-10,0.0,-8401770.41,0.0,0.0
CA-13,5,2021-08-10,6171060.7937967125,-2240651.28,0.0,6171060.7937967125
CA-22,5,2021-08-10,22172349.720113955,-2843784.9,0.0,22172349.720113955
CA-27,5,2021-08-10,15978773.10701057,-3798567.11,0.0,15978773.10701057
CA-40,5,2021-08-10,13460752.648415867,-3684677.77,0.0,13460752.648415867
CA-45,5,2021-08-10,11060121.918174248,-4763280.050000001,0.0,11060121.918174248
CA-49,5,2021-08-10,1571432.4248137595,-6013659.73,0.0,1571432.4248137595
CO-07,5,2021-08-10,0.0,-2827701.58,0.0,0.0
CO-08,5,2021-08-10,3603092.116606363,-3450642.71,0.0,3603092.116606363
CT-02,5,2021-08-10,192761.2593759722,-2416548.31,0.0,192761.2593759722
CT-05,5,2021-08-10,1414848.8256823383,-3133114.56,0.0,1414848.8256823383
FL-07,5,2021-08-10,1127447.1571247438,-1086529.0799999998,0.0,1127447.1571247438
FL-23,5,2021-08-10,0.0,-1670073.61,0.0,0.0
FL-27,5,2021-08-10,14581302.388137963,-1797898.06,0.0,14581302.388137963
FL-28,5,2021-08-10,4968530.818693723,-123518.93,0.0,4968530.818693723
IA-03,5,2021-08-10,9.313225746154785e-10,-6877716.279999999,0.0,9.313225746154785e-10
IL-13,5,2021-08-10,2972828.763392675,-3796676.35,0.0,2972828.763392675
IL-17,5,2021-08-10,8750523.714215621,-2983968.25,0.0,8750523.714215621
KS-03,5,2021-08-10,0.0,-7764529.09,0.0,0.0
MD-06,5,2021-08-10,0.0,-12720337.57,0.0,0.0
ME-02,5,2021-08-10,1486022.320640657,-5715854.23,0.0,1486022.320640657
MI-03,5,2021-08-10,8784145.709107995,-3711027.72,0.0,8784145.709107995
MI-07,5,2021-08-10,0.0,-10964092.77,0.0,0.0
MI-08,5,2021-08-10,39095.13134098984,-6173048.18,0.0,39095.13134098984
MN-02,5,2021-08-10,1927145.9965599533,-8403230.540000001,0.0,1927145.9965599533
NC-01,5,2021-08-10,7541629.990730501,-1762951.79,0.0,7541629.990730501
NC-13,5,2021-08-10,3431114.2873848937,-3585198.77,0.0,3431114.2873848937
NE-02,5,2021-08-10,10790135.457090653,-3261442.29,0.0,10790135.457090653
NH-01,5,2021-08-10,746030.4832806038,-4975084.07,0.0,746030.4832806038
NH-02,5,2021-08-10,0.0,-4911801.9,0.0,0.0
NJ-07,5,2021-08-10,0.0,-8591731.0,0.0,0.0
NM-01,5,2021-08-10,13936429.680845065,-1494478.5100000002,0.0,13936429.680845065
NM-02,5,2021-08-10,8240931.27779221,-3569826.26,0.0,8240931.27779221
NV-03,5,2021-08-10,1536277.2043407215,-5937383.5200000005,0.0,1536277.2043407215
NY-03,5,2021-08-10,3154647.2966551525,-3363736.21,0.0,3154647.2966551525
NY-04,5,2021-08-10,4802329.549149031,-1727130.79,0.0,4802329.549149031
NY-17,5,2021-08-10,0.0,-6084349.8100000005,0.0,0.0
NY-18,5,2021-08-10,3526264.4060240854,-4657558.01,0.0,3526264.4060240854
NY-19,5,2021-08-10,1471673.160454465,-6323311.69,0.0,1471673.160454465
NY-22,5,2021-08-10,3958297.106187438,-2928188.9,0.0,3958297.106187438
OH-01,5,2021-08-10,7572658.405025179,-2604972.65,0.0,7572658.405025179
OH-09,5,2021-08-10,2604058.4801085107,-3648096.1199999996,0.0,2604058.4801085107
OH-13,5,2021-08-10,4541292.991596248,-2396611.97,0.0,4541292.991596248
OR-04,5,2021-08-10,7801784.326896643,-2474876.33,0.0,7801784.326896643
OR-05,5,2021-08-10,416699.97344551235,-4954569.11,0.0,416699.97344551235
OR-06,5,2021-08-10,3597527.0880514653,-3303807.83,0.0,3597527.0880514653
PA-01,5,2021-08-10,10578052.863073757,-964394.38,0.0,10578052.863073757
PA-07,5,2021-08-10,2696714.924480104,-6681078.91,0.0,2696714.924480104
PA-08,5,2021-08-10,1995702.9514965015,-5145411.989999999,0.0,1995702.9514965015
PA-17,5,2021-08-10,9.313225746154785e-10,-7086934.68,0.0,9.313225746154785e-10
RI-02,5,2021-08-10,3130868.723601442,-3769245.92,0.0,3130868.723601442
TX-15,5,2021-08-10,9241166.436220352,-2334819.06,0.0,9241166.436220352
TX-28,5,2021-08-10,190244.8165445961,-6424475.46,0.0,190244.8165445961
VA-02,5,2021-08-10,0.0,-10210433.43,0.0,0.0
VA-07,5,2021-08-10,0.0,-9081757.200000001,0.0,0.0
WA-08,5,2021-08-10,0.0,-10575834.89,0.0,0.0
WI-01,5,2021-08-10,9515188.51619726,-814276.45,0.0,9515188.51619726
WI-03,5,2021-08-10,9000954.876664849,-1798293.31,0.0,9000954.876664849
AZ-01,6,2021-08-24,4535588.91729769,-2397839.61,0.0,4535588.91729769
AZ-02,6,2021-08-24,3136383.907254696,-4036280.51,0.0,3136383.907254696
AZ-04,6,2021-08-24,274277.4189063385,-4938975.34,0.0,274277.4189063385
CA-09,6,2021-08-24,0.0,-8401770.41,0.0,0.0
CA-13,6,2021-08-24,6171060.7937967125,-2240651.28,0.0,6171060.7937967125
CA-22,6,2021-08-24,22172349.720113955,-2843784.9,0.0,22172349.720113955
CA-27,6,2021-08-24,15978773.10701057,-3798567.11,0.0,15978773.10701057
CA-40,6,2021-08-24,13460752.648415867,-3684677.77,0.0,13460752.648415867
CA-45,6,2021-08-24,11060121.918174248,-4763280.050000001,0.0,11060121.918174248
CA-49,6,2021-08-24,1571432.4248137595,-6013659.73,0.0,1571432.4248137595
CO-07,6,2021-08-24,0.0,-2827701.58,0.0,0.0
CO-08,6,2021-08-24,3603092.116606363,-3450642.71,0.0,3603092.116606363
CT-02,6,2021-08-24,192761.2593759722,-2416548.31,0.0,192761.2593759722
CT-05,6,2021-08-24,1414848.8256823383,-3133114.56,0.0,1414848.8256823383
FL-07,6,2021-08-24,1127447.1571247438,-1086529.0799999998,0.0,1127447.1571247438
FL-23,6,2021-08-24,0.0,-1670073.61,0.0,0.0
FL-27,6,2021-08-24,14581302.388137963,-1797898.06,0.0,14581302.388137963
FL-28,6,2021-08-24,4968530.818693723,-123518.93,0.0,4968530.818693723
IA-03,6,2021-08-24,9.313225746154785e-10,-6877716.279999999,0.0,9.313225746154785e-10
IL-13,6,2021-08-24,2972828.763392675,-3796676.35,0.0,2972828.763392675
IL-17,6,2021-08-24,8750523.714215621,-2983968.25,0.0,8750523.714215621
KS-03,6,2021-08-24,0.0,-7764529.09,0.0,0.0
MD-06,6,2021-08-24,0.0,-12720337.57,0.0,0.0
ME-02,6,2021-08-24,1486022.320640657,-5715854.23,0.0,1486022.320640657
MI-03,6,2021-08-24,8784145.709107995,-3711027.72,0.0,8784145.709107995
MI-07,6,2021-08-24,0.0,-10964092.77,0.0,0.0
MI-08,6,2021-08-24,39095.13134098984,-6173048.18,0.0,39095.13134098984
MN-02,6,2021-08-24,1927145.9965599533,-8403230.540000001,0.0,1927145.9965599533
NC-01,6,2021-08-24,7541629.990730501,-1762951.79,0.0,7541629.990730501
NC-13,6,2021-08-24,3431114.2873848937,-3585198.77,0.0,3431114.2873848937
NE-02,6,2021-08-24,10790135.457090653,-3261442.29,0.0,10790135.457090653
NH-01,6,2021-08-24,746030.4832806038,-4975084.07,0.0,746030.4832806038
NH-02,6,2021-08-24,0.0,-4911801.9,0.0,0.0
