district_id,period,period_date,model_recommended_party_spend,dccc_actual_cumulative_party_spend,dccc_actual_incremental_party_spend,gap
NJ-07,6,2021-08-24,0.0,-8591731.0,0.0,0.0
NM-01,6,2021-08-24,13936429.680845065,-1494478.5100000002,0.0,13936429.680845065
NM-02,6,2021-08-24,8240931.27779221,-3569826.26,0.0,8240931.27779221
NV-03,6,2021-08-24,1536277.2043407215,-5937383.5200000005,0.0,1536277.2043407215
NY-03,6,2021-08-24,3154647.2966551525,-3363736.21,0.0,3154647.2966551525
NY-04,6,2021-08-24,4802329.549149031,-1727130.79,0.0,4802329.549149031
NY-17,6,2021-08-24,0.0,-6084349.8100000005,0.0,0.0
NY-18,6,2021-08-24,3526264.4060240854,-4657558.01,0.0,3526264.4060240854
NY-19,6,2021-08-24,1471673.160454465,-6323311.69,0.0,1471673.160454465
NY-22,6,2021-08-24,3958297.106187438,-2928188.9,0.0,3958297.106187438
OH-01,6,2021-08-24,7572658.405025179,-2604972.65,0.0,7572658.405025179
OH-09,6,2021-08-24,2604058.4801085107,-3648096.1199999996,0.0,2604058.4801085107
OH-13,6,2021-08-24,4541292.991596248,-2396611.97,0.0,4541292.991596248
OR-04,6,2021-08-24,7801784.326896643,-2474876.33,0.0,7801784.326896643
OR-05,6,2021-08-24,416699.97344551235,-4954569.11,0.0,416699.97344551235
OR-06,6,2021-08-24,3597527.0880514653,-3303807.83,0.0,3597527.0880514653
PA-01,6,2021-08-24,10578052.863073757,-964394.38,0.0,10578052.863073757
PA-07,6,2021-08-24,2696714.924480104,-6681078.91,0.0,2696714.924480104
PA-08,6,2021-08-24,1995702.9514965015,-5145411.989999999,0.0,1995702.9514965015
PA-17,6,2021-08-24,9.313225746154785e-10,-7086934.68,0.0,9.313225746154785e-10
RI-02,6,2021-08-24,3130868.723601442,-3769245.92,0.0,3130868.723601442
TX-15,6,2021-08-24,9241166.436220352,-2334819.06,0.0,9241166.436220352
TX-28,6,2021-08-24,190244.8165445961,-6424475.46,0.0,190244.8165445961
VA-02,6,2021-08-24,0.0,-10210433.43,0.0,0.0
VA-07,6,2021-08-24,0.0,-9081757.200000001,0.0,0.0
WA-08,6,2021-08-24,0.0,-10575834.89,0.0,0.0
WI-01,6,2021-08-24,9515188.51619726,-814276.45,0.0,9515188.51619726
WI-03,6,2021-08-24,9000954.876664849,-1798293.31,0.0,9000954.876664849
AZ-01,7,2021-09-07,4535588.91729769,-2397839.61,0.0,4535588.91729769
AZ-02,7,2021-09-07,3136383.907254696,-4036280.51,0.0,3136383.907254696
AZ-04,7,2021-09-07,274277.4189063385,-4938975.34,0.0,274277.4189063385
CA-09,7,2021-09-07,0.0,-8401770.41,0.0,0.0
CA-13,7,2021-09-07,6171060.7937967125,-2240651.28,0.0,6171060.7937967125
CA-22,7,2021-09-07,22172349.720113955,-2843784.9,0.0,22172349.720113955
CA-27,7,2021-09-07,15978773.10701057,-3798567.11,0.0,15978773.10701057
CA-40,7,2021-09-07,13460752.648415867,-3684677.77,0.0,13460752.648415867
CA-45,7,2021-09-07,11060121.918174248,-4763280.050000001,0.0,11060121.918174248
CA-49,7,2021-09-07,1571432.4248137595,-6013659.73,0.0,1571432.4248137595
CO-07,7,2021-09-07,0.0,-2827701.58,0.0,0.0
CO-08,7,2021-09-07,3603092.116606363,-3450642.71,0.0,3603092.116606363
CT-02,7,2021-09-07,192761.2593759722,-2416548.31,0.0,192761.2593759722
CT-05,7,2021-09-07,1414848.8256823383,-3133114.56,0.0,1414848.8256823383
FL-07,7,2021-09-07,1127447.1571247438,-1086529.0799999998,0.0,1127447.1571247438
FL-23,7,2021-09-07,0.0,-1670073.61,0.0,0.0
FL-27,7,2021-09-07,14581302.388137963,-1797898.06,0.0,14581302.388137963
FL-28,7,2021-09-07,4968530.818693723,-123518.93,0.0,4968530.818693723
IA-03,7,2021-09-07,9.313225746154785e-10,-6877716.279999999,0.0,9.313225746154785e-10
IL-13,7,2021-09-07,2972828.763392675,-3796676.35,0.0,2972828.763392675
IL-17,7,2021-09-07,8750523.714215621,-2983968.25,0.0,8750523.714215621
KS-03,7,2021-09-07,0.0,-7764529.09,0.0,0.0
MD-06,7,2021-09-07,0.0,-12720337.57,0.0,0.0
ME-02,7,2021-09-07,1486022.320640657,-5715854.23,0.0,1486022.320640657
MI-03,7,2021-09-07,8784145.709107995,-3711027.72,0.0,8784145.709107995
MI-07,7,2021-09-07,0.0,-10964092.77,0.0,0.0
MI-08,7,2021-09-07,39095.13134098984,-6173048.18,0.0,39095.13134098984
MN-02,7,2021-09-07,1927145.9965599533,-8403230.540000001,0.0,1927145.9965599533
NC-01,7,2021-09-07,7541629.990730501,-1762951.79,0.0,7541629.990730501
NC-13,7,2021-09-07,3431114.2873848937,-3585198.77,0.0,3431114.2873848937
NE-02,7,2021-09-07,10790135.457090653,-3261442.29,0.0,10790135.457090653
NH-01,7,2021-09-07,746030.4832806038,-4975084.07,0.0,746030.4832806038
NH-02,7,2021-09-07,0.0,-4911801.9,0.0,0.0
NJ-07,7,2021-09-07,0.0,-8591731.0,0.0,0.0
NM-01,7,2021-09-07,13936429.680845065,-1494478.5100000002,0.0,13936429.680845065
NM-02,7,2021-09-07,8240931.27779221,-3569826.26,0.0,8240931.27779221
NV-03,7,2021-09-07,1536277.2043407215,-5937383.5200000005,0.0,1536277.2043407215
NY-03,7,2021-09-07,3154647.2966551525,-3363736.21,0.0,3154647.2966551525
NY-04,7,2021-09-07,4802329.549149031,-1727130.79,0.0,4802329.549149031
NY-17,7,2021-09-07,0.0,-6084349.8100000005,0.0,0.0
NY-18,7,2021-09-07,3526264.4060240854,-4657558.01,0.0,3526264.4060240854
NY-19,7,2021-09-07,1471673.160454465,-6323311.69,0.0,1471673.160454465
NY-22,7,2021-09-07,3958297.106187438,-2928188.9,0.0,3958297.106187438
OH-01,7,2021-09-07,7572658.405025179,-2604972.65,0.0,7572658.405025179
OH-09,7,2021-09-07,2604058.4801085107,-3648096.1199999996,0.0,2604058.4801085107
OH-13,7,2021-09-07,4541292.991596248,-2396611.97,0.0,4541292.991596248
OR-04,7,2021-09-07,7801784.326896643,-2474876.33,0.0,7801784.326896643
OR-05,7,2021-09-07,416699.97344551235,-4954569.11,0.0,416699.97344551235
OR-06,7,2021-09-07,3597527.0880514653,-3303807.83,0.0,3597527.0880514653
PA-01,7,2021-09-07,10578052.863073757,-964394.38,0.0,10578052.863073757
PA-07,7,2021-09-07,2696714.924480104,-6681078.91,0.0,2696714.924480104
PA-08,7,2021-09-07,1995702.9514965015,-5145411.989999999,0.0,1995702.9514965015
PA-17,7,2021-09-07,9.313225746154785e-10,-7086934.68,0.0,9.313225746154785e-10
RI-02,7,2021-09-07,3130868.723601442,-3769245.92,0.0,3130868.723601442
TX-15,7,2021-09-07,9241166.436220352,-2334819.06,0.0,9241166.436220352
TX-28,7,2021-09-07,190244.8165445961,-6424475.46,0.0,190244.8165445961
VA-02,7,2021-09-07,0.0,-10210433.43,0.0,0.0
VA-07,7,2021-09-07,0.0,-9081757.200000001,0.0,0.0
WA-08,7,2021-09-07,0.0,-10575834.89,0.0,0.0
WI-01,7,2021-09-07,9515188.51619726,-814276.45,0.0,9515188.51619726
WI-03,7,2021-09-07,9000954.876664849,-1798293.31,0.0,9000954.876664849
AZ-01,8,2021-09-21,4532881.901806757,-2397839.61,0.0,4532881.901806757
AZ-02,8,2021-09-21,3133781.397708418,-4036280.51,0.0,3133781.397708418
AZ-04,8,2021-09-21,272525.85351176094,-4938975.34,0.0,272525.85351176094
CA-09,8,2021-09-21,1.862645149230957e-09,-8401770.41,0.0,1.862645149230957e-09
CA-13,8,2021-09-21,6167786.453119971,-2240651.28,0.0,6167786.453119971
CA-22,8,2021-09-21,22162513.498221852,-2843784.9,0.0,22162513.498221852
CA-27,8,2021-09-21,15970894.182878789,-3798567.11,0.0,15970894.182878789
CA-40,8,2021-09-21,13453990.991118342,-3684677.77,0.0,13453990.991118342
CA-45,8,2021-09-21,11053813.984813247,-4763280.050000001,0.0,11053813.984813247
CA-49,8,2021-09-21,1569154.653467834,-6013659.73,0.0,1569154.653467834
CO-07,8,2021-09-21,0.0,-2827701.58,0.0,0.0
CO-08,8,2021-09-21,3600310.6323392894,-3450642.71,0.0,3600310.6323392894
CT-02,8,2021-09-21,191869.84377292683,-2416548.31,0.0,191869.84377292683
CT-05,8,2021-09-21,1413487.8809719011,-3133114.56,0.0,1413487.8809719011
FL-07,8,2021-09-21,1126407.1620043432,-1086529.0799999998,0.0,1126407.1620043432
FL-23,8,2021-09-21,0.0,-1670073.61,0.0,0.0
FL-27,8,2021-09-21,14574874.930767627,-1797898.06,0.0,14574874.930767627
FL-28,8,2021-09-21,4966527.363499379,-123518.93,0.0,4966527.363499379
IA-03,8,2021-09-21,0.0,-6877716.279999999,0.0,0.0
IL-13,8,2021-09-21,2970161.949401069,-3796676.35,0.0,2970161.949401069
IL-17,8,2021-09-21,8745917.532618577,-2983968.25,0.0,8745917.532618577
KS-03,8,2021-09-21,1.862645149230957e-09,-7764529.09,0.0,1.862645149230957e-09
MD-06,8,2021-09-21,0.0,-12720337.57,0.0,0.0
ME-02,8,2021-09-21,1483355.1287046717,-5715854.23,0.0,1483355.1287046717
MI-03,8,2021-09-21,8779283.950726151,-3711027.72,0.0,8779283.950726151
MI-07,8,2021-09-21,0.0,-10964092.77,0.0,0.0
MI-08,8,2021-09-21,37076.58891482651,-6173048.18,0.0,37076.58891482651
MN-02,8,2021-09-21,1924319.936216239,-8403230.540000001,0.0,1924319.936216239
NC-01,8,2021-09-21,7538054.5041826395,-1762951.79,0.0,7538054.5041826395
NC-13,8,2021-09-21,3428321.912642452,-3585198.77,0.0,3428321.912642452
NE-02,8,2021-09-21,10784585.945431031,-3261442.29,0.0,10784585.945431031
NH-01,8,2021-09-21,743815.9703607317,-4975084.07,0.0,743815.9703607317
NH-02,8,2021-09-21,0.0,-4911801.9,0.0,0.0
NJ-07,8,2021-09-21,0.0,-8591731.0,0.0,0.0
NM-01,8,2021-09-21,14093361.334600082,-1494478.5100000002,0.0,14093361.334600082
NM-02,8,2021-09-21,8236348.79472575,-3569826.26,0.0,8236348.79472575
NV-03,8,2021-09-21,1534027.4627216458,-5937383.5200000005,0.0,1534027.4627216458
NY-03,8,2021-09-21,3152892.414264918,-3363736.21,0.0,3152892.414264918
NY-04,8,2021-09-21,4799667.668174556,-1727130.79,0.0,4799667.668174556
NY-17,8,2021-09-21,1.862645149230957e-09,-6084349.8100000005,0.0,1.862645149230957e-09
NY-18,8,2021-09-21,3523053.484817926,-4657558.01,0.0,3523053.484817926
NY-19,8,2021-09-21,1469204.9001403004,-6323311.69,0.0,1469204.9001403004
NY-22,8,2021-09-21,3955591.3260678737,-2928188.9,0.0,3955591.3260678737
OH-01,8,2021-09-21,7568658.135931345,-2604972.65,0.0,7568658.135931345
OH-09,8,2021-09-21,2601896.560472438,-3648096.1199999996,0.0,2601896.560472438
OH-13,8,2021-09-21,4538613.714279473,-2396611.97,0.0,4538613.714279473
OR-04,8,2021-09-21,7797756.9861622695,-2474876.33,0.0,7797756.9861622695
OR-05,8,2021-09-21,414831.627903413,-4954569.11,0.0,414831.627903413
OR-06,8,2021-09-21,3594815.3930476084,-3303807.83,0.0,3594815.3930476084
PA-01,8,2021-09-21,10573511.205680227,-964394.38,0.0,10573511.205680227
PA-07,8,2021-09-21,2693795.763340826,-6681078.91,0.0,2693795.763340826
PA-08,8,2021-09-21,1993177.5364811532,-5145411.989999999,0.0,1993177.5364811532
PA-17,8,2021-09-21,9.313225746154785e-10,-7086934.68,0.0,9.313225746154785e-10
RI-02,8,2021-09-21,3128150.018953127,-3769245.92,0.0,3128150.018953127
TX-15,8,2021-09-21,9236595.016539954,-2334819.06,0.0,9236595.016539954
TX-28,8,2021-09-21,187635.28196073975,-6424475.46,0.0,187635.28196073975
VA-02,8,2021-09-21,0.0,-10210433.43,0.0,0.0
VA-07,8,2021-09-21,0.0,-9081757.200000001,0.0,0.0
WA-08,8,2021-09-21,0.0,-10575834.89,0.0,0.0
WI-01,8,2021-09-21,9511198.176998636,-814276.45,0.0,9511198.176998636
WI-03,8,2021-09-21,8996663.377534889,-1798293.31,0.0,8996663.377534889
AZ-01,9,2021-10-05,5918237.7340269415,-2312795.95,85043.65999999968,5833194.074026942
AZ-02,9,2021-10-05,4736910.766806355,-3925264.5199999996,111015.99000000022,4625894.7768063545
AZ-04,9,2021-10-05,0.0,-4841268.180000001,97707.15999999922,-97707.15999999922
CA-09,9,2021-10-05,0.0,-8144913.74,256856.66999999993,-256856.66999999993
CA-13,9,2021-10-05,6083846.392226279,-2240651.28,0.0,6083846.392226279
CA-22,9,2021-10-05,19701171.448717907,-2843784.9,0.0,19701171.448717907
CA-27,9,2021-10-05,15778221.637352452,-3693864.66,104702.44999999972,15673519.187352452
CA-40,9,2021-10-05,14272159.666009575,-3684677.77,0.0,14272159.666009575
CA-45,9,2021-10-05,11767777.065935742,-4613507.73,149772.3200000003,11618004.745935742
CA-49,9,2021-10-05,1402793.4728811542,-5768473.6,245186.13000000082,1157607.3428811533
CO-07,9,2021-10-05,0.0,-2825401.58,2300.0,-2300.0
CO-08,9,2021-10-05,2341466.0640773484,-3440061.7,10581.009999999776,2330885.0540773487
CT-02,9,2021-10-05,941198.1708261948,-2359848.38,56699.93000000017,884498.2408261946
CT-05,9,2021-10-05,1089488.0771255242,-3020611.1100000003,112503.44999999972,976984.6271255245
FL-07,9,2021-10-05,4183032.437167684,-946382.7399999999,140146.33999999997,4042886.097167684
FL-23,9,2021-10-05,0.0,-1670073.61,0.0,0.0
FL-27,9,2021-10-05,14232807.71375664,-1507589.93,290308.1300000001,13942499.583756639
FL-28,9,2021-10-05,5244655.149703178,-123518.93,0.0,5244655.149703178
IA-03,9,2021-10-05,41569.68139207736,-6682712.369999999,195003.91000000015,-153434.2286079228
IL-13,9,2021-10-05,1762078.6167555987,-3736437.12,60239.22999999998,1701839.3867555987
IL-17,9,2021-10-05,8360959.226050239,-2983968.25,0.0,8360959.226050239
KS-03,9,2021-10-05,9.313225746154785e-10,-7499046.55,265482.54000000004,-265482.5399999991
MD-06,9,2021-10-05,0.0,-12554363.85,165973.72000000067,-165973.72000000067
ME-02,9,2021-10-05,640975.9947539419,-5518206.53,197647.7000000002,443328.2947539417
MI-03,9,2021-10-05,7592952.861509702,-3703769.37,7258.350000000093,7585694.511509702
MI-07,9,2021-10-05,0.0,-10657999.41,306093.3599999994,-306093.3599999994
MI-08,9,2021-10-05,0.0,-6080500.84,92547.33999999985,-92547.33999999985
MN-02,9,2021-10-05,2390045.2601252925,-8195552.2,207678.34000000078,2182366.9201252917
NC-01,9,2021-10-05,9775050.914568182,-1762951.79,0.0,9775050.914568182
NC-13,9,2021-10-05,2166105.757927467,-3576107.98,9090.790000000037,2157014.967927467
NE-02,9,2021-10-05,11366245.328792065,-3138980.37,122461.91999999993,11243783.408792065
NH-01,9,2021-10-05,1015877.4076422574,-4858267.470000001,116816.59999999963,899060.8076422578
NH-02,9,2021-10-05,0.0,-4734951.66,176850.24000000022,-176850.24000000022
NJ-07,9,2021-10-05,1.862645149230957e-09,-8371371.36,220359.63999999966,-220359.6399999978
NM-01,9,2021-10-05,10969273.668280222,-1344274.9499999997,150203.56000000052,10819070.108280221
NM-02,9,2021-10-05,8933928.711495725,-3560544.73,9281.529999999795,8924647.181495726
NV-03,9,2021-10-05,1959130.7839898588,-5764339.470000001,173044.0499999998,1786086.733989859
NY-03,9,2021-10-05,2883550.080243577,-3200340.3899999997,163395.8200000003,2720154.2602435765
NY-04,9,2021-10-05,3634907.3268335406,-1727130.79,0.0,3634907.3268335406
NY-17,9,2021-10-05,0.0,-5856863.79,227486.02000000048,-227486.02000000048
NY-18,9,2021-10-05,5006410.197220067,-4657558.01,0.0,5006410.197220067
NY-19,9,2021-10-05,547684.4174768496,-6211999.2,111312.49000000022,436371.9274768494
NY-22,9,2021-10-05,2721466.335090972,-2894225.65,33963.25,2687503.085090972
OH-01,9,2021-10-05,7274486.973038716,-2604972.65,0.0,7274486.973038716
OH-09,9,2021-10-05,2084040.1545222,-3597523.4299999997,50572.689999999944,2033467.4645222002
OH-13,9,2021-10-05,3300633.97952791,-2396611.97,0.0,3300633.97952791
OR-04,9,2021-10-05,10749360.582729263,-2474876.33,0.0,10749360.582729263
OR-05,9,2021-10-05,520120.6117106173,-4866090.970000001,88478.13999999966,431642.47171061765
OR-06,9,2021-10-05,2364593.269184867,-3303807.83,0.0,2364593.269184867
PA-01,9,2021-10-05,10143901.674449537,-964394.38,0.0,10143901.674449537
PA-07,9,2021-10-05,3060532.0189655395,-6535304.54,145774.3700000001,2914757.6489655394
PA-08,9,2021-10-05,869719.6437534699,-5001580.42,143831.56999999937,725888.0737534706
PA-17,9,2021-10-05,0.0,-7086934.68,0.0,0.0
RI-02,9,2021-10-05,1898241.9310588902,-3769245.92,0.0,1898241.9310588902
TX-15,9,2021-10-05,11214155.94523622,-2334819.06,0.0,11214155.94523622
TX-28,9,2021-10-05,0.0,-6284773.9399999995,139701.52000000048,-139701.52000000048
VA-02,9,2021-10-05,0.0,-10033996.07,176437.3599999994,-176437.3599999994
VA-07,9,2021-10-05,0.0,-8916172.96,165584.24000000022,-165584.24000000022
WA-08,9,2021-10-05,0.0,-10408105.49,167729.40000000037,-167729.40000000037
WI-01,9,2021-10-05,9602922.907984624,-776518.94,37757.51000000001,9565165.397984624
WI-03,9,2021-10-05,11682472.271077547,-1798293.31,0.0,11682472.271077547
AZ-01,10,2021-10-19,5918237.7340269415,-2312795.95,0.0,5918237.7340269415
AZ-02,10,2021-10-19,4736910.766806355,-3925264.5199999996,0.0,4736910.766806355
AZ-04,10,2021-10-19,0.0,-4841268.180000001,0.0,0.0
CA-09,10,2021-10-19,0.0,-8144913.74,0.0,0.0
CA-13,10,2021-10-19,6083846.392226279,-2240651.28,0.0,6083846.392226279
CA-22,10,2021-10-19,19701171.448717907,-2843784.9,0.0,19701171.448717907
CA-27,10,2021-10-19,15778221.637352452,-3693864.66,0.0,15778221.637352452
CA-40,10,2021-10-19,14272159.666009575,-3684677.77,0.0,14272159.666009575
CA-45,10,2021-10-19,11767777.065935742,-4613507.73,0.0,11767777.065935742
CA-49,10,2021-10-19,1402793.4728811542,-5768473.6,0.0,1402793.4728811542
CO-07,10,2021-10-19,0.0,-2825401.58,0.0,0.0
CO-08,10,2021-10-19,2341466.0640773484,-3440061.7,0.0,2341466.0640773484
CT-02,10,2021-10-19,941198.1708261948,-2359848.38,0.0,941198.1708261948
CT-05,10,2021-10-19,1089488.0771255242,-3020611.1100000003,0.0,1089488.0771255242
FL-07,10,2021-10-19,4183032.437167684,-946382.7399999999,0.0,4183032.437167684
FL-23,10,2021-10-19,0.0,-1670073.61,0.0,0.0
FL-27,10,2021-10-19,14232807.71375664,-1507589.93,0.0,14232807.71375664
FL-28,10,2021-10-19,5244655.149703178,-123518.93,0.0,5244655.149703178
IA-03,10,2021-10-19,41569.68139207736,-6682712.369999999,0.0,41569.68139207736
IL-13,10,2021-10-19,1762078.6167555987,-3736437.12,0.0,1762078.6167555987
IL-17,10,2021-10-19,8360959.226050239,-2983968.25,0.0,8360959.226050239
KS-03,10,2021-10-19,9.313225746154785e-10,-7499046.55,0.0,9.313225746154785e-10
MD-06,10,2021-10-19,0.0,-12554363.85,0.0,0.0
ME-02,10,2021-10-19,640975.9947539419,-5518206.53,0.0,640975.9947539419
MI-03,10,2021-10-19,7592952.861509702,-3703769.37,0.0,7592952.861509702
MI-07,10,2021-10-19,0.0,-10657999.41,0.0,0.0
MI-08,10,2021-10-19,0.0,-6080500.84,0.0,0.0
MN-02,10,2021-10-19,2390045.2601252925,-8195552.2,0.0,2390045.2601252925
NC-01,10,2021-10-19,9775050.914568182,-1762951.79,0.0,9775050.914568182
NC-13,10,2021-10-19,2166105.757927467,-3576107.98,0.0,2166105.757927467
NE-02,10,2021-10-19,11366245.328792065,-3138980.37,0.0,11366245.328792065
NH-01,10,2021-10-19,1015877.4076422574,-4858267.470000001,0.0,1015877.4076422574
NH-02,10,2021-10-19,0.0,-4734951.66,0.0,0.0
NJ-07,10,2021-10-19,1.862645149230957e-09,-8371371.36,0.0,1.862645149230957e-09
NM-01,10,2021-10-19,10969273.668280222,-1344274.9499999997,0.0,10969273.668280222
NM-02,10,2021-10-19,8933928.711495725,-3560544.73,0.0,8933928.711495725
NV-03,10,2021-10-19,1959130.7839898588,-5764339.470000001,0.0,1959130.7839898588
NY-03,10,2021-10-19,2883550.080243577,-3200340.3899999997,0.0,2883550.080243577
NY-04,10,2021-10-19,3634907.3268335406,-1727130.79,0.0,3634907.3268335406
NY-17,10,2021-10-19,0.0,-5856863.79,0.0,0.0
NY-18,10,2021-10-19,5006410.197220067,-4657558.01,0.0,5006410.197220067
NY-19,10,2021-10-19,547684.4174768496,-6211999.2,0.0,547684.4174768496
NY-22,10,2021-10-19,2721466.335090972,-2894225.65,0.0,2721466.335090972
OH-01,10,2021-10-19,7274486.973038716,-2604972.65,0.0,7274486.973038716
OH-09,10,2021-10-19,2084040.1545222,-3597523.4299999997,0.0,2084040.1545222
OH-13,10,2021-10-19,3300633.97952791,-2396611.97,0.0,3300633.97952791
OR-04,10,2021-10-19,10749360.582729263,-2474876.33,0.0,10749360.582729263
OR-05,10,2021-10-19,520120.6117106173,-4866090.970000001,0.0,520120.6117106173
OR-06,10,2021-10-19,2364593.269184867,-3303807.83,0.0,2364593.269184867
PA-01,10,2021-10-19,10143901.674449537,-964394.38,0.0,10143901.674449537
PA-07,10,2021-10-19,3060532.0189655395,-6535304.54,0.0,3060532.0189655395
PA-08,10,2021-10-19,869719.6437534699,-5001580.42,0.0,869719.6437534699
PA-17,10,2021-10-19,0.0,-7086934.68,0.0,0.0
RI-02,10,2021-10-19,1898241.9310588902,-3769245.92,0.0,1898241.9310588902
TX-15,10,2021-10-19,11214155.94523622,-2334819.06,0.0,11214155.94523622
TX-28,10,2021-10-19,0.0,-6284773.9399999995,0.0,0.0
VA-02,10,2021-10-19,0.0,-10033996.07,0.0,0.0
VA-07,10,2021-10-19,0.0,-8916172.96,0.0,0.0
WA-08,10,2021-10-19,0.0,-10408105.49,0.0,0.0
WI-01,10,2021-10-19,9602922.907984624,-776518.94,0.0,9602922.907984624
WI-03,10,2021-10-19,11682472.271077547,-1798293.31,0.0,11682472.271077547
AZ-01,11,2021-11-02,5918237.7340269415,-2312795.95,0.0,5918237.7340269415
AZ-02,11,2021-11-02,4736910.766806355,-3925264.5199999996,0.0,4736910.766806355
AZ-04,11,2021-11-02,0.0,-4841268.180000001,0.0,0.0
CA-09,11,2021-11-02,0.0,-8144913.74,0.0,0.0
CA-13,11,2021-11-02,6083846.392226279,-2240651.28,0.0,6083846.392226279
CA-22,11,2021-11-02,19701171.448717907,-2843784.9,0.0,19701171.448717907
CA-27,11,2021-11-02,15778221.637352452,-3693864.66,0.0,15778221.637352452
CA-40,11,2021-11-02,14272159.666009575,-3684677.77,0.0,14272159.666009575
CA-45,11,2021-11-02,11767777.065935742,-4613507.73,0.0,11767777.065935742
CA-49,11,2021-11-02,1402793.4728811542,-5768473.6,0.0,1402793.4728811542
CO-07,11,2021-11-02,0.0,-2825401.58,0.0,0.0
CO-08,11,2021-11-02,2341466.0640773484,-3440061.7,0.0,2341466.0640773484
CT-02,11,2021-11-02,941198.1708261948,-2359848.38,0.0,941198.1708261948
CT-05,11,2021-11-02,1089488.0771255242,-3020611.1100000003,0.0,1089488.0771255242
FL-07,11,2021-11-02,4183032.437167684,-946382.7399999999,0.0,4183032.437167684
FL-23,11,2021-11-02,0.0,-1670073.61,0.0,0.0
FL-27,11,2021-11-02,14232807.71375664,-1507589.93,0.0,14232807.71375664
FL-28,11,2021-11-02,5244655.149703178,-123518.93,0.0,5244655.149703178
IA-03,11,2021-11-02,41569.68139207736,-6682712.369999999,0.0,41569.68139207736
IL-13,11,2021-11-02,1762078.6167555987,-3736437.12,0.0,1762078.6167555987
IL-17,11,2021-11-02,8360959.226050239,-2983968.25,0.0,8360959.226050239
KS-03,11,2021-11-02,9.313225746154785e-10,-7499046.55,0.0,9.313225746154785e-10
MD-06,11,2021-11-02,0.0,-12554363.85,0.0,0.0
ME-02,11,2021-11-02,640975.9947539419,-5518206.53,0.0,640975.9947539419
MI-03,11,2021-11-02,7592952.861509702,-3703769.37,0.0,7592952.861509702
MI-07,11,2021-11-02,0.0,-10657999.41,0.0,0.0
MI-08,11,2021-11-02,0.0,-6080500.84,0.0,0.0
MN-02,11,2021-11-02,2390045.2601252925,-8195552.2,0.0,2390045.2601252925
NC-01,11,2021-11-02,9775050.914568182,-1762951.79,0.0,9775050.914568182
NC-13,11,2021-11-02,2166105.757927467,-3576107.98,0.0,2166105.757927467
NE-02,11,2021-11-02,11366245.328792065,-3138980.37,0.0,11366245.328792065
NH-01,11,2021-11-02,1015877.4076422574,-4858267.470000001,0.0,1015877.4076422574
NH-02,11,2021-11-02,0.0,-4734951.66,0.0,0.0
NJ-07,11,2021-11-02,1.862645149230957e-09,-8371371.36,0.0,1.862645149230957e-09
NM-01,11,2021-11-02,10969273.668280222,-1344274.9499999997,0.0,10969273.668280222
NM-02,11,2021-11-02,8933928.711495725,-3560544.73,0.0,8933928.711495725
NV-03,11,2021-11-02,1959130.7839898588,-5764339.470000001,0.0,1959130.7839898588
NY-03,11,2021-11-02,2883550.080243577,-3200340.3899999997,0.0,2883550.080243577
NY-04,11,2021-11-02,3634907.3268335406,-1727130.79,0.0,3634907.3268335406
NY-17,11,2021-11-02,0.0,-5856863.79,0.0,0.0
NY-18,11,2021-11-02,5006410.197220067,-4657558.01,0.0,5006410.197220067
NY-19,11,2021-11-02,547684.4174768496,-6211999.2,0.0,547684.4174768496
NY-22,11,2021-11-02,2721466.335090972,-2894225.65,0.0,2721466.335090972
OH-01,11,2021-11-02,7274486.973038716,-2604972.65,0.0,7274486.973038716
OH-09,11,2021-11-02,2084040.1545222,-3597523.4299999997,0.0,2084040.1545222
OH-13,11,2021-11-02,3300633.97952791,-2396611.97,0.0,3300633.97952791
OR-04,11,2021-11-02,10749360.582729263,-2474876.33,0.0,10749360.582729263
OR-05,11,2021-11-02,520120.6117106173,-4866090.970000001,0.0,520120.6117106173
OR-06,11,2021-11-02,2364593.269184867,-3303807.83,0.0,2364593.269184867
PA-01,11,2021-11-02,10143901.674449537,-964394.38,0.0,10143901.674449537
PA-07,11,2021-11-02,3060532.0189655395,-6535304.54,0.0,3060532.0189655395
PA-08,11,2021-11-02,869719.6437534699,-5001580.42,0.0,869719.6437534699
PA-17,11,2021-11-02,0.0,-7086934.68,0.0,0.0
RI-02,11,2021-11-02,1898241.9310588902,-3769245.92,0.0,1898241.9310588902
TX-15,11,2021-11-02,11214155.94523622,-2334819.06,0.0,11214155.94523622
TX-28,11,2021-11-02,0.0,-6284773.9399999995,0.0,0.0
VA-02,11,2021-11-02,0.0,-10033996.07,0.0,0.0
VA-07,11,2021-11-02,0.0,-8916172.96,0.0,0.0
WA-08,11,2021-11-02,0.0,-10408105.49,0.0,0.0
WI-01,11,2021-11-02,9602922.907984624,-776518.94,0.0,9602922.907984624
WI-03,11,2021-11-02,11682472.271077547,-1798293.31,0.0,11682472.271077547
AZ-01,12,2021-11-16,5918237.7340269415,-2312795.95,0.0,5918237.7340269415
AZ-02,12,2021-11-16,4736910.766806355,-3925264.5199999996,0.0,4736910.766806355
AZ-04,12,2021-11-16,0.0,-4841268.180000001,0.0,0.0
CA-09,12,2021-11-16,0.0,-8144913.74,0.0,0.0
CA-13,12,2021-11-16,6083846.392226279,-2240651.28,0.0,6083846.392226279
CA-22,12,2021-11-16,19701171.448717907,-2843784.9,0.0,19701171.448717907
