expected_seats_dccc_observed,expected_seats_model_recommended,spearman_rho,spearman_p_value,spearman_ci_low,spearman_ci_high,n_competitive,n_material_divergence,material_divergence_budget_share,n_concentration_flags,total_budget,concentration_cap_gap
215.115,217.94,-0.809,0.0,-0.936,-0.618,53,3,0.0323,0,1303118518.98,0.0
