expected_seats_dccc_observed,expected_seats_model_recommended,spearman_rho,spearman_p_value,spearman_ci_low,spearman_ci_high,n_competitive,n_material_divergence,material_divergence_budget_share,n_concentration_flags,total_budget,concentration_cap_gap
213.367,216.589,-0.847,0.0,-0.916,-0.719,61,0,0,0,1184361922.45,0.0
