district_id,tier,msg_i_per_1m,floor,nl_party_alloc,lp_party_alloc
TX-26,Safe R,0.00020416080325568627,122059.06,1.4551915228366852e-11,0.0
TX-27,Safe R,0.009101300505081095,114770.46,1409829.401537563,0.0
TX-28,Likely D,0.014685953684698362,904427.24,81467.64980025392,0.0
TX-29,Safe D,0.0,1099257.73,0.0,0.0
TX-30,Safe D,6.203225531290713e-08,9445643.5,0.0,0.0
TX-31,Safe R,0.003200626193048212,207544.45,1.1641532182693481e-10,0.0
TX-32,Safe D,2.921469691541602,104350.0,2701867.039705477,59009487.8183864
TX-33,Safe D,2.508122736745428e-06,6175184.89,0.0,0.0
TX-34,Safe D,0.1494942209680266,1293846.99,1103143.7313624488,0.0
TX-35,Safe D,0.022521053511857018,302019.98,94325.04761911312,0.0
TX-36,Safe R,0.0021538912558556433,201056.61,5.820766091346741e-11,0.0
TX-37,Safe D,0.002133862867080225,705499.35,1.1641532182693481e-10,0.0
TX-38,Safe R,0.0017091599743912166,134273.87,1.1641532182693481e-10,0.0
UT-01,Safe R,0.005169878002743697,1245386.88,2.3283064365386963e-10,0.0
UT-02,Safe R,1.6572461522807584e-05,20327.33,0.0,0.0
UT-03,Safe R,4.0722966261051736e-05,20327.33,2.1827872842550278e-11,0.0
UT-04,Safe R,0.004358415136087427,29857.4,1987545.7563495073,0.0
VA-01,Likely R,0.12694984717517943,477784.52,3584064.9980499474,0.0
VA-02,Lean R,0.1983833494881701,576428.73,6078246.645497885,0.0
VA-03,Safe D,3.693546151867891e-07,420083.5,0.0,0.0
VA-04,Safe D,2.415257012375383e-10,817336.26,0.0,0.0
VA-05,Likely R,0.1317475406654267,340427.08,3937421.9393245364,0.0
VA-06,Safe R,0.017077910856214292,379596.46,771462.5813288006,0.0
VA-07,Lean D,9.178775373635012e-05,4541406.43,0.0,0.0
VA-08,Safe D,9.638595510314667e-09,1429766.06,0.0,0.0
VA-09,Safe R,1.6968845228221502e-07,28446.45,2.546585164964199e-11,0.0
VA-10,Likely D,0.030793573105266592,476146.5,156863.62126193044,0.0
VA-11,Safe D,1.0135332364926314e-05,2582507.83,0.0,0.0
VT-00,Safe D,2.832142608098245e-05,367647.04,0.0,0.0
WA-01,Safe D,1.5921383042744623e-07,2427787.77,0.0,0.0
WA-02,Safe D,0.0,1101991.6,0.0,0.0
WA-03,Toss-Up,0.031880517041107746,1119396.21,528601.4029159322,0.0
WA-04,Safe R,0.028590976374992066,24521.61,2700327.437087426,0.0
WA-05,Safe R,0.13387000019506426,164611.05,2973571.1532721003,0.0
WA-06,Likely D,4.291621554162795e-06,772856.86,0.0,0.0
WA-07,Safe D,4.966367678241179e-11,2053008.72,0.0,0.0
WA-08,Lean D,0.00017125254886239663,982947.87,0.0,0.0
WA-09,Safe D,0.0,852274.96,0.0,0.0
WA-10,Likely D,0.0,939436.27,0.0,0.0
WI-01,Lean R,0.36849384668468843,286071.2,4952342.461705385,0.0
WI-02,Safe D,6.461874836924238e-07,672984.03,0.0,0.0
WI-03,Likely R,0.058654876773074495,2077081.69,5099574.470680943,0.0
WI-04,Safe D,3.698701036094691e-08,795038.2,0.0,0.0
WI-05,Safe R,2.96560934972546e-05,7527.13,0.0,0.0
WI-06,Safe R,0.030249809352012373,44015.37,2110856.0926231937,0.0
WI-07,Safe R,0.021893439013391223,118042.32,3572367.268789757,0.0
WI-08,Safe R,0.06162895921164574,73626.59,2091629.7182872721,0.0
WV-01,Safe R,1.660937935918009e-05,157426.19,0.0,0.0
WV-02,Safe R,3.217576770217257e-05,53200.2,0.0,0.0
WY-00,Safe R,3.566698349809472e-20,360.0,0.0,0.0
