district_id,state,district,cook_rating,incumb_status,pvi,d_total,r_total,ratio,mu_hat,sigma_i,p_win,msg_i_per_1m,recommended_share,observed_share,difference,outcome,redistricting_flagged
MN-06,MN,6,Safe R,Challenger,-12.677496490338452,204917.85,4234897.59,0.04615458745285143,-29.541,11.843,0.0063,0.04319,0.000186,0.000173,1.3e-05,R,False
MD-02,MD,2,Likely D,Incumbent,6.588015915525597,1390057.74,500122.32,0.7354102232990438,31.889,20.744,0.9379,0.042832,0.001542,0.001174,0.000368,D,False
TX-27,TX,27,Safe R,Challenger,-12.998842038805336,4785.72,1037214.65,0.004592819866273176,-44.237,11.866,0.0001,0.041644,4e-06,4e-06,0.0,R,False
VA-04,VA,4,Safe D,Incumbent,15.574281632020249,1041249.17,428555.18,0.7084270569753042,38.68,21.898,0.9613,0.041613,0.001047,0.000879,0.000167,D,False
IA-04,IA,4,Safe R,Challenger,-15.527668627078642,48926.39,1874427.58,0.025438058081425335,-36.696,12.048,0.0012,0.040822,4.2e-05,4.1e-05,0.0,R,False
PA-05,PA,5,Safe D,Incumbent,13.93763368095236,1516816.88,734779.14,0.6736629779617392,35.236,21.683,0.9479,0.04012,0.001557,0.001281,0.000276,D,False
VA-09,VA,9,Safe R,Challenger,-23.06933825260913,56151.45,645273.73,0.08005337076721426,-37.896,12.609,0.0013,0.039457,4.8e-05,4.7e-05,1e-06,R,False
CT-02,CT,2,Lean D,Incumbent,2.1286702699589153,2539356.85,1106519.11,0.6965011640165619,25.743,20.194,0.8988,0.038905,0.002938,0.002144,0.000794,D,False
NC-06,NC,6,Likely D,Incumbent,4.163220378592431,3159561.66,1704836.54,0.64952775864443,24.951,20.443,0.8889,0.03861,0.003598,0.002668,0.000931,D,True
CA-10,CA,10,Safe D,Incumbent,18.00449331076005,552961.45,213525.0,0.7214236468237631,41.491,22.221,0.9691,0.03852,0.000544,0.000467,7.7e-05,D,False
MA-04,MA,4,Safe D,Incumbent,11.65184581520879,1071447.44,368666.42,0.7440018944057659,36.981,21.386,0.9581,0.038501,0.001101,0.000905,0.000196,D,False
IN-07,IN,7,Safe D,Incumbent,18.607074845547505,1134374.85,515221.92000000004,0.687667962637924,40.291,22.302,0.9646,0.037607,0.001105,0.000958,0.000147,D,False
MS-01,MS,1,Safe R,Challenger,-18.345109622786225,26814.62,1015860.19,0.0257171456937758,-40.056,12.255,0.0005,0.037421,2.3e-05,2.3e-05,0.0,R,False
TX-15,TX,15,Toss-Up,Challenger,1.0192203759560066,3011208.21,7261975.149999999,0.2931134493057467,-4.205,11.04,0.3517,0.037329,0.006237,0.002542,0.003694,R,False
NY-02,NY,2,Likely R,Challenger,-3.774283387941013,2268837.7199999997,3535698.69,0.3908731998116624,-7.389,11.225,0.2552,0.037066,0.004497,0.001916,0.002581,R,False
NE-01,NE,1,Safe R,Challenger,-9.41435049125387,1757281.99,2188179.07,0.4453933173528774,-12.26,11.613,0.1455,0.03685,0.003287,0.001484,0.001803,R,False
SC-01,SC,1,Likely R,Challenger,-7.794760907709938,1982884.26,5805804.33,0.25458512522195986,-13.888,11.5,0.1136,0.036551,0.003519,0.001674,0.001845,R,False
FL-14,FL,14,Safe D,Incumbent,8.855974120729392,1658328.98,654224.67,0.7170985979071232,33.003,21.029,0.9417,0.036186,0.001746,0.0014,0.000345,D,False
WI-08,WI,8,Safe R,Open,-10.173587881331,1744636.58,1381790.99,0.5580287855509155,-12.576,14.763,0.1971,0.035934,0.003165,0.001473,0.001692,R,False
NJ-03,NJ,3,Likely D,Incumbent,4.31835427530044,7830091.0200000005,8001390.27,0.49458991717634787,14.71,20.462,0.7639,0.033403,0.009154,0.006611,0.002543,D,False
AZ-06,AZ,6,Likely R,Challenger,-3.0859031340330274,2882896.0199999996,6274318.640000001,0.3148223697968875,-7.838,11.178,0.2416,0.033246,0.005488,0.002434,0.003054,R,False
CA-27,CA,27,Lean D,Challenger,4.063200566994896,4262712.08,12212686.8,0.2587319500455093,-2.263,11.244,0.4203,0.032769,0.008201,0.003599,0.004602,R,False
TX-22,TX,22,Safe R,Challenger,-12.074613279983733,159538.74,1099879.76,0.126676509833705,-23.303,11.8,0.0241,0.032588,0.000162,0.000135,2.8e-05,R,False
AZ-02,AZ,2,Lean R,Incumbent,-6.433271888721167,5952634.05,6187858.49,0.4903124012792318,2.358,20.724,0.5453,0.031739,0.007541,0.005026,0.002515,R,False
IA-01,IA,1,Likely R,Challenger,-3.23919947167052,3222342.69,5861767.7,0.35472297799762864,-7.319,11.188,0.2565,0.031266,0.00597,0.002721,0.00325,R,False
PA-13,PA,13,Safe R,Open,-25.087095894319965,4583.93,432003.62,0.010499451942685952,-61.72,16.151,0.0001,0.031187,4e-06,4e-06,0.0,R,False
MN-05,MN,5,Safe D,Incumbent,29.534822063444928,3230048.02,3207653.0,0.5017393647150145,37.689,23.82,0.9432,0.029288,0.003054,0.002727,0.000327,D,False
WI-03,WI,3,Lean R,Open,-4.072955843970282,2585652.41,7031957.99,0.2688456178262326,-11.982,14.23,0.1999,0.029026,0.004111,0.002183,0.001927,R,False
TX-06,TX,6,Safe R,Open,-15.863029594192207,386337.84,6562758.04,0.055595410780258224,-36.571,15.278,0.0083,0.029008,0.000345,0.000326,1.8e-05,R,False
CA-40,CA,40,Lean R,Challenger,-2.3490241947268897,3796566.56,10646365.53,0.2628667459171028,-8.031,11.129,0.2353,0.028484,0.006776,0.003206,0.003571,R,False
UT-03,UT,3,Safe R,Challenger,-13.645002876084327,18660.19,2192701.24,0.008438326610408501,-41.303,11.912,0.0003,0.02729,1.6e-05,1.6e-05,0.0,R,False
IN-03,IN,3,Safe R,Challenger,-18.388894143413275,74374.79,1812901.07,0.03940854200296929,-37.287,12.258,0.0012,0.027214,6.3e-05,6.3e-05,1e-06,R,False
MA-09,MA,9,Likely D,Incumbent,5.6093782672373695,1361110.84,334478.21,0.8027362762221188,34.325,20.622,0.952,0.026707,0.001401,0.001149,0.000252,D,False
NC-04,NC,4,Safe D,Challenger,16.04355221243226,1125309.94,445981.2,0.7161689589874477,14.333,12.086,0.8822,0.026524,0.001602,0.00095,0.000652,D,False
NY-01,NY,1,Likely R,Challenger,-3.6928800390495202,2679964.96,1717410.49,0.6094464733503708,-4.804,11.219,0.3343,0.026009,0.004288,0.002263,0.002025,R,False
CA-03,CA,3,Likely R,Challenger,-4.260867603951912,3364334.26,3836191.7699999996,0.4672345111986214,-6.833,11.258,0.2719,0.025482,0.005443,0.002841,0.002603,R,False
MN-01,MN,1,Likely R,Open,-7.847842235909125,2615425.81,1773954.1199999999,0.5958531391015861,-9.803,14.557,0.2504,0.024749,0.003974,0.002208,0.001766,R,False
UT-04,UT,4,Safe R,Challenger,-16.033873855329205,162440.13,3568681.39,0.04353654233164724,-33.854,12.085,0.0025,0.024726,0.00014,0.000137,3e-06,R,False
NC-11,NC,11,Safe R,Challenger,-8.230709932398778,2326321.84,1491976.5999999999,0.6092561586149877,-9.243,11.53,0.2114,0.024631,0.003584,0.001964,0.00162,R,False
NJ-12,NJ,12,Safe D,Incumbent,15.154219911894874,968975.44,260131.98,0.788357001375844,42.442,21.843,0.974,0.023427,0.000909,0.000818,9.1e-05,D,False
IA-02,IA,2,Likely R,Challenger,-4.036017317545893,4209174.33,8389234.25,0.3341036531139396,-8.462,11.242,0.2258,0.023374,0.00661,0.003554,0.003056,R,False
IL-11,IL,11,Likely D,Incumbent,5.085982935594202,6263357.16,3900727.5300000003,0.6162244167605415,23.788,20.557,0.8764,0.023147,0.006419,0.005288,0.001131,D,False
FL-19,FL,19,Safe R,Challenger,-12.964311255917192,106718.46,5410719.91,0.019342030276271124,-35.272,11.864,0.0015,0.023074,9.1e-05,9e-05,1e-06,R,False
CA-28,CA,28,Safe D,Incumbent,16.169126222614,1027432.2100000001,300993.33,0.7734210003219301,42.634,21.977,0.9738,0.022759,0.000957,0.000867,8.9e-05,D,False
GA-09,GA,9,Safe R,Challenger,-23.031996818710944,38718.49,803250.88,0.045985627719450174,-41.715,12.606,0.0005,0.022748,3.3e-05,3.3e-05,0.0,R,False
MS-04,MS,4,Safe R,Challenger,-21.91982653549508,147371.6,1515183.8,0.08864161759662265,-35.894,12.521,0.0021,0.022273,0.000126,0.000124,2e-06,R,False
VA-10,VA,10,Likely D,Incumbent,4.930169768920273,5841145.76,3437853.31,0.6295017076664067,24.453,20.538,0.8831,0.022052,0.005935,0.004932,0.001003,D,False
NY-21,NY,21,Safe R,Challenger,-9.049076835055661,2504208.8899999997,10575732.68,0.19145413430161062,-16.885,11.587,0.0725,0.021408,0.003078,0.002114,0.000964,R,False
MN-07,MN,7,Safe R,Challenger,-19.328215156854412,61295.67,1717571.8499999999,0.03445769249865218,-39.297,12.327,0.0007,0.021174,5.2e-05,5.2e-05,0.0,R,False
NC-10,NC,10,Safe R,Open,-22.055350387332396,186204.91,3495354.89,0.05057772251859117,-44.548,15.859,0.0025,0.02095,0.000159,0.000157,2e-06,R,True
ID-02,ID,2,Safe R,Challenger,-14.863293758937132,11626.22,1661520.3,0.006948716003664759,-44.122,12.0,0.0001,0.020906,1e-05,1e-05,0.0,R,False
AL-05,AL,5,Safe R,Open,-17.288279129804017,84706.25,4750635.47,0.017518151747091,-47.558,15.41,0.001,0.020737,7.2e-05,7.2e-05,0.0,R,False
MI-04,MI,4,Likely R,Challenger,-5.202260954909226,51081.97,3674345.66,0.013711706433014241,-27.918,11.322,0.0068,0.020608,4.5e-05,4.3e-05,2e-06,R,False
NY-11,NY,11,Likely R,Challenger,-5.641502588722533,4101801.5,4614769.99,0.4705750999353072,-8.17,11.352,0.2358,0.019755,0.005745,0.003463,0.002282,R,False
CA-45,CA,45,Lean D,Challenger,3.405664749834103,5637583.83,7319756.9399999995,0.43508802693934245,0.031,11.2,0.5011,0.018948,0.007657,0.00476,0.002897,R,False
MO-06,MO,6,Safe R,Challenger,-21.2217918081147,135956.05,1857068.51,0.06821594310910047,-36.898,12.469,0.0015,0.018783,0.000116,0.000115,1e-06,R,False
FL-12,FL,12,Safe R,Challenger,-16.34021772390692,23760.7,1942593.3,0.012083632957239642,-42.493,12.108,0.0002,0.018711,2e-05,2e-05,0.0,R,False
OR-04,OR,4,Lean D,Open,3.8251339099398374,4415133.98,4787752.4,0.4797553504077924,-0.436,14.209,0.4878,0.018589,0.005806,0.003728,0.002078,D,False
CT-04,CT,4,Safe D,Incumbent,12.541705966334455,1859612.74,585070.48,0.7606763628049937,38.653,21.501,0.9639,0.018311,0.001723,0.00157,0.000153,D,False
MN-03,MN,3,Likely D,Incumbent,6.6782863467643505,2340307.33,674472.35,0.7762780628798719,34.034,20.755,0.9495,0.018271,0.002238,0.001976,0.000262,D,False
CA-41,CA,41,Likely R,Challenger,-3.5498506287901357,4438862.7700000005,4204663.83,0.5135476496364343,-5.618,11.209,0.3081,0.017823,0.005849,0.003748,0.002101,R,False
MD-01,MD,1,Safe R,Challenger,-11.511437051533768,2789242.45,2151528.36,0.5645358907064948,-12.916,11.76,0.136,0.017569,0.003519,0.002355,0.001164,R,False
LA-04,LA,4,Safe R,Challenger,-13.802598221073296,3324.52,1152960.96,0.002875172314712453,-48.255,11.924,0.0,0.017462,3e-06,3e-06,0.0,R,False
AZ-01,AZ,1,Lean R,Challenger,-2.448492787482301,4454830.7,6579759.140000001,0.4037151144351008,-6.061,11.135,0.2931,0.017041,0.005729,0.003761,0.001968,R,False
MI-02,MI,2,Safe R,Challenger,-16.32899492778914,30655.33,2302519.28,0.013138892335194751,-41.938,12.107,0.0003,0.016983,2.6e-05,2.6e-05,0.0,R,False
IA-03,IA,3,Toss-Up,Incumbent,-2.591819058935757,9331833.94,6981507.0200000005,0.5720369581486391,12.9,20.25,0.7379,0.01685,0.009648,0.007879,0.001769,R,False
VA-03,VA,3,Safe D,Incumbent,16.85842965665598,856029.9,182447.36,0.8243126094065845,45.75,22.068,0.9809,0.016837,0.000771,0.000723,4.9e-05,D,False
TX-16,TX,16,Safe D,Incumbent,18.43690817546573,1333277.5,397535.48,0.7703186395100874,44.567,22.279,0.9773,0.016283,0.001192,0.001126,6.6e-05,D,False
TX-08,TX,8,Safe R,Open,-16.869917309464675,42917.95,4499463.02,0.009448337839439302,-52.008,15.371,0.0004,0.015751,3.6e-05,3.6e-05,0.0,R,False
CA-35,CA,35,Safe D,Challenger,14.526011827287176,644472.79,65802.87,0.9073558708178174,14.44,11.976,0.886,0.014632,0.000721,0.000544,0.000177,D,False
GA-06,GA,6,Safe R,Challenger,-12.44589773553291,345469.49,4594741.32,0.06993011093791764,-26.885,11.827,0.0115,0.014506,0.000304,0.000292,1.2e-05,R,False
CO-07,CO,7,Lean D,Open,2.769295170062125,4057121.55,1922057.74,0.6785415444533358,1.256,14.119,0.5354,0.014347,0.004605,0.003426,0.001179,D,False
NY-04,NY,4,Lean D,Challenger,5.110116322913344,3426013.91,1406519.59,0.7089477827727423,4.188,11.315,0.6444,0.013723,0.003796,0.002893,0.000903,D,True
MT-01,MT,1,Likely R,Challenger,-6.648156748725844,3088634.59,998976.02,0.7556088103020165,-6.463,11.421,0.2857,0.013482,0.003419,0.002608,0.000811,R,False
WA-03,WA,3,Likely R,Challenger,-4.816242854185046,5091784.97,4121659.03,0.5526473021380496,-6.484,11.295,0.283,0.013347,0.00568,0.004299,0.00138,D,False
IL-12,IL,12,Safe R,Challenger,-23.83831770974748,167164.1,1712299.1800000002,0.08894246659610183,-38.026,12.667,0.0013,0.013318,0.000142,0.000141,1e-06,R,False
MO-07,MO,7,Safe R,Open,-24.16088679935535,18278.59,1486671.9200000002,0.012145641918816319,-59.277,16.061,0.0001,0.012727,1.5e-05,1.5e-05,0.0,R,False
FL-23,FL,23,Lean D,Challenger,5.290088644609193,1708524.53,230558.76,0.8810990939950806,5.657,11.328,0.6912,0.012142,0.001766,0.001443,0.000324,D,False
HI-02,HI,2,Safe D,Open,14.587435870590864,841651.22,70545.33,0.9226643314974169,14.478,15.161,0.8302,0.012075,0.000862,0.000711,0.000151,D,False
HI-01,HI,1,Safe D,Incumbent,14.514952454064334,667444.59,82409.58,0.890099190886676,46.555,21.759,0.9838,0.011856,0.000588,0.000564,2.5e-05,D,False
NJ-09,NJ,9,Safe D,Incumbent,9.263237829680254,1620568.42,293023.19,0.8468726616124743,39.753,21.081,0.9703,0.011585,0.001437,0.001368,6.8e-05,D,False
KY-02,KY,2,Safe R,Challenger,-21.47130501822055,100206.37,2251947.27,0.04260196625591175,-40.406,12.488,0.0006,0.011133,8.5e-05,8.5e-05,0.0,R,False
TX-25,TX,25,Safe R,Challenger,-19.19898352457276,17666.8,1429737.79,0.012205847709796193,-46.07,12.318,0.0001,0.011087,1.5e-05,1.5e-05,0.0,R,False
CA-39,CA,39,Safe D,Incumbent,12.638332359465792,929265.76,127780.44,0.8791155580522403,44.327,21.514,0.9803,0.011002,0.000814,0.000785,3e-05,D,False
KY-03,KY,3,Likely D,Open,8.079431177631157,2867874.74,621240.64,0.8219489548666057,7.543,14.578,0.6976,0.010977,0.002812,0.002421,0.00039,D,False
IN-04,IN,4,Safe R,Challenger,-18.261366892061144,1592.97,458714.0,0.0034606688662567942,-53.199,12.248,0.0,0.010778,1e-06,1e-06,0.0,R,False
TX-30,TX,30,Safe D,Open,27.154332784294745,817159.2,128384.05,0.8642219168715973,25.642,16.353,0.9416,0.010469,0.000764,0.00069,7.4e-05,D,False
NJ-07,NJ,7,Toss-Up,Incumbent,-2.1840325062936543,11139795.0,6201892.82,0.6423708646832278,18.036,20.201,0.814,0.010305,0.009994,0.009406,0.000589,R,False
CA-13,CA,13,Lean D,Challenger,4.383782670392684,3679007.26,1035042.7000000001,0.7804345077411949,4.117,11.266,0.6426,0.010235,0.003499,0.003106,0.000393,R,False
IN-09,IN,9,Safe R,Open,-16.1330901327918,117102.72,9672691.28,0.011961714414011164,-49.169,15.303,0.0007,0.010078,9.9e-05,9.9e-05,0.0,R,False
MA-02,MA,2,Safe D,Incumbent,12.66908430464133,1013771.59,136673.9,0.8811991518172668,44.447,21.518,0.9806,0.009933,0.000877,0.000856,2.1e-05,D,False
NE-02,NE,2,Toss-Up,Challenger,-0.5855479710474842,7068452.59,6604649.34,0.5169604253802268,-2.897,11.011,0.3962,0.009756,0.006624,0.005968,0.000656,R,False
CO-03,CO,3,Likely R,Challenger,-7.619998140340705,7017799.07,7527495.2,0.4824790024684733,-10.007,11.488,0.1919,0.009655,0.006534,0.005925,0.000609,R,False
CA-21,CA,21,Safe D,Incumbent,9.24463230357992,2055957.67,384161.64,0.8425644031315829,39.54,21.078,0.9697,0.009565,0.001775,0.001736,3.9e-05,D,False
WA-10,WA,10,Likely D,Incumbent,6.465507414278027,1485333.24,186835.18,0.8882677260463991,38.977,20.728,0.97,0.009423,0.001286,0.001254,3.2e-05,D,False
NY-25,NY,25,Likely D,Incumbent,6.997501041410814,2733323.71,809806.57,0.7714431855438294,33.741,20.795,0.9477,0.008784,0.002338,0.002308,3e-05,D,False
OH-01,OH,1,Toss-Up,Challenger,1.4899957446163237,7021270.77,5009781.93,0.5835957122854262,-0.431,11.071,0.4845,0.008577,0.006113,0.005928,0.000184,D,False
MI-03,MI,3,Toss-Up,Challenger,0.5192327169860678,7513575.74,4638869.17,0.6182768813720135,-0.78,11.007,0.4717,0.008155,0.006362,0.006344,1.8e-05,D,False
NM-01,NM,1,Lean D,Challenger,4.293054721329781,3809813.06,781532.96,0.8297812979906926,4.395,11.26,0.6519,0.00809,0.003212,0.003217,-5e-06,D,False
AL-01,AL,1,Safe R,Open,-16.357029889797673,1000.0,971793.34,0.00102796756400491,-69.119,15.323,0.0,0.007956,1e-06,1e-06,0.0,R,False
TX-01,TX,1,Safe R,Challenger,-25.594871709035786,31883.5,932294.74,0.03306805596442417,-47.083,12.802,0.0001,0.007818,2.7e-05,2.7e-05,0.0,R,False
RI-02,RI,2,Lean D,Open,3.7712601111473285,7118395.9399999995,3564378.51,0.6663433711267769,1.929,14.204,0.554,0.007732,0.005861,0.00601,-0.000149,D,False
GA-03,GA,3,Safe R,Challenger,-18.45277392927388,54967.14,3346819.27,0.016158316065469847,-43.263,12.263,0.0002,0.00764,4.6e-05,4.6e-05,0.0,R,False
NC-13,NC,13,Toss-Up,Open,-1.864598296187117,7979337.67,7443162.890000001,0.5173828743890803,-5.414,14.042,0.3499,0.007619,0.006513,0.006737,-0.000224,D,True
CA-26,CA,26,Safe D,Incumbent,8.003792259311972,6085584.16,2715882.38,0.6914284264267624,30.33,20.921,0.9264,0.006885,0.005,0.005138,-0.000138,D,False
FL-01,FL,1,Safe R,Challenger,-19.928854314051243,981426.83,7771393.84,0.11212692079523663,-32.075,12.372,0.0048,0.006816,0.000829,0.000829,0.0,R,False
CA-25,CA,25,Likely D,Incumbent,6.785435303968063,3056789.03,534491.6,0.8511696369436882,37.647,20.768,0.9651,0.006714,0.002564,0.002581,-1.7e-05,D,False
IN-06,IN,6,Safe R,Challenger,-19.774364527800465,38910.21,2509515.49,0.01526833213148023,-45.299,12.361,0.0001,0.006652,3.3e-05,3.3e-05,0.0,R,False
MA-03,MA,3,Safe D,Incumbent,11.100187597102483,1386908.66,158145.09,0.8976442793656855,43.698,21.315,0.9798,0.0065,0.001171,0.001171,0.0,D,False
NY-22,NY,22,Toss-Up,Challenger,0.758852657433734,7850628.710000001,3914567.37,0.6672756371094837,-0.265,11.022,0.4904,0.00644,0.005845,0.006629,-0.000783,D,True
NM-02,NM,2,Toss-Up,Challenger,1.5160307331892997,10418875.25,10153442.030000001,0.5064512231749908,-1.391,11.073,0.45,0.006184,0.007541,0.008797,-0.001256,D,False
CA-42,CA,42,Safe D,Challenger,23.548646756052822,1374250.43,296850.32,0.8223624039424313,22.17,12.645,0.9602,0.006142,0.00116,0.00116,0.0,D,False
MO-05,MO,5,Safe D,Incumbent,10.413225733597686,1195091.29,113608.89,0.9131895206127351,43.717,21.227,0.9803,0.006014,0.000999,0.001009,-1.1e-05,D,False
OH-09,OH,9,Toss-Up,Incumbent,-2.6750752258288104,6313259.3,2040961.67,0.7556969492033917,22.24,20.26,0.8638,0.005982,0.004895,0.005331,-0.000435,D,False
NY-03,NY,3,Lean D,Incumbent,1.705849946619914,6782717.29,3200423.9499999997,0.679417142053777,20.877,20.142,0.85,0.005967,0.005274,0.005727,-0.000453,R,True
DE-00,DE,0,Likely D,Incumbent,6.127682804332846,3280496.22,519458.36,0.8632987976398392,37.576,20.686,0.9653,0.005882,0.00277,0.00277,0.0,D,False
PA-08,PA,8,Toss-Up,Incumbent,-4.501763513589582,11612419.34,7693289.2,0.601501846769308,7.411,20.485,0.6412,0.005865,0.008865,0.009805,-0.00094,D,False
FL-06,FL,6,Safe R,Challenger,-13.732136947426714,7369.87,2996974.23,0.0024530712044602346,-49.152,11.919,0.0,0.005752,6e-06,6e-06,0.0,R,False
OR-05,OR,5,Lean D,Incumbent,1.3926991240531428,8049993.99,3604935.99,0.6906943245316691,22.509,20.104,0.8686,0.005472,0.006165,0.006797,-0.000632,R,False
AL-03,AL,3,Safe R,Challenger,-19.224766238484722,13237.7,1737893.91,0.007559511760512393,-49.302,12.32,0.0,0.005398,1.1e-05,1.1e-05,0.0,R,False
CA-51,CA,51,Likely D,Challenger,11.437344844143032,1724604.81,135385.49,0.9272117225557575,11.689,11.755,0.84,0.005318,0.001456,0.001456,0.0,D,False
IL-13,IL,13,Lean D,Challenger,3.4188055743444465,7470476.970000001,2250853.53,0.76846240028564,3.11,11.201,0.6094,0.005224,0.005014,0.006308,-0.001293,D,False
NC-01,NC,1,Toss-Up,Challenger,2.6847642563189944,6974317.49,2287633.11,0.7530074161699805,2.017,11.151,0.5718,0.005101,0.004608,0.005889,-0.00128,D,True
OR-06,OR,6,Lean D,Open,3.5943373465252613,9196752.57,4419187.35,0.6754401549973937,1.571,14.189,0.5441,0.005089,0.006082,0.007765,-0.001684,D,False
CO-08,CO,8,Toss-Up,Open,-0.9917513678841472,10005829.65,6144755.93,0.6195335519221465,-3.471,13.968,0.4019,0.004774,0.006364,0.008448,-0.002084,D,False
CA-38,CA,38,Safe D,Incumbent,15.524643438248566,1917044.99,275725.66,0.8742569543239737,46.798,21.891,0.9837,0.004722,0.001619,0.001619,0.0,D,False
ND-00,ND,0,Safe R,Challenger,-20.198325659708185,23444.68,2197417.29,0.010556567817674863,-48.323,12.392,0.0,0.004577,2e-05,2e-05,0.0,R,False
TX-18,TX,18,Safe D,Incumbent,24.071403016543012,914277.57,122788.35,0.8816002458165823,55.076,23.048,0.9916,0.00444,0.000764,0.000772,-8e-06,D,False
IL-17,IL,17,Lean D,Open,2.1001234628320264,10630738.46,6399057.66,0.6242434369202536,-0.835,14.062,0.4763,0.004285,0.006391,0.008976,-0.002585,D,False
PA-12,PA,12,Likely D,Open,7.88100756160039,3111921.2,274304.56,0.918994012968586,8.172,14.56,0.7127,0.004277,0.001912,0.002628,-0.000716,D,False
CO-06,CO,6,Safe D,Incumbent,8.034491840473857,2449698.88,258207.39,0.9046468510152679,41.137,20.925,0.9753,0.00406,0.002062,0.002068,-7e-06,D,False
OH-13,OH,13,Toss-Up,Open,-0.4196957081654351,9837507.06,6481297.61,0.6028325762171157,-3.828,13.92,0.3917,0.003994,0.005705,0.008306,-0.002601,D,False
IL-06,IL,6,Likely D,Incumbent,3.3013832950879953,6817609.88,1720840.4800000002,0.7984598601097916,31.733,20.337,0.9407,0.00395,0.005056,0.005756,-0.0007,D,False
CT-01,CT,1,Safe D,Incumbent,11.526638530994981,1893772.02,190652.21,0.908534833141908,44.56,21.37,0.9815,0.003949,0.001599,0.001599,0.0,D,False
WA-02,WA,2,Safe D,Incumbent,9.080595379195262,1766116.9,145529.16,0.9238723302157723,42.919,21.058,0.9792,0.003922,0.001491,0.001491,0.0,D,False
WI-02,WI,2,Safe D,Incumbent,18.958739607660107,1002074.85,87588.21,0.9196189967199585,51.969,22.349,0.99,0.003747,0.000846,0.000846,0.0,D,False
CA-22,CA,22,Lean D,Challenger,5.826128820806293,13655751.15,11701993.79,0.5385238782987776,2.034,11.364,0.571,0.003729,0.007497,0.01153,-0.004033,R,False
NH-01,NH,1,Lean D,Incumbent,-0.6241611239493683,13263204.75,8341905.390000001,0.6138920220288218,9.275,20.012,0.6785,0.003438,0.008589,0.011199,-0.00261,D,False
IN-01,IN,1,Likely D,Incumbent,3.573714791027988,7959986.75,5280088.59,0.6012040374084457,7.169,20.37,0.6376,0.003358,0.005122,0.006721,-0.001599,D,False
CA-09,CA,9,Lean D,Open,4.989054547840372,9116614.379999999,1688048.49,0.8437666671963453,4.87,14.309,0.6332,0.003216,0.007526,0.007697,-0.000172,D,False
OH-11,OH,11,Safe D,Challenger,28.441346247008543,7530070.17,7630028.46,0.4967032440738151,22.981,13.023,0.9612,0.003183,0.006358,0.006358,0.0,D,False
VA-02,VA,2,Toss-Up,Incumbent,-2.661735182405322,15995937.940000001,5836529.46,0.7326674373048646,21.659,20.259,0.8575,0.003164,0.010597,0.013506,-0.002909,R,False
VA-11,VA,11,Safe D,Incumbent,17.903084074439196,1863390.87,235273.48,0.8878937072524247,49.612,22.207,0.9873,0.003127,0.001554,0.001573,-1.9e-05,D,False
NM-03,NM,3,Likely D,Incumbent,3.9759876881442278,3631376.0599999996,413284.1,0.897819820788108,37.001,20.42,0.965,0.002948,0.002751,0.003066,-0.000316,D,False
TX-28,TX,28,Lean D,Challenger,5.10353280309821,15901193.1,7101630.83,0.6912713477436072,3.92,11.315,0.6355,0.002929,0.007831,0.013426,-0.005595,D,False
CA-20,CA,20,Safe R,Challenger,-16.1928793689232,1046953.62,27609762.68,0.0365343191815735,-35.172,12.097,0.0018,0.002856,0.000884,0.000884,0.0,R,False
OH-02,OH,2,Safe R,Challenger,-24.48289495044701,28330.05,1670776.09,0.016673502221585756,-50.595,12.716,0.0,0.002814,2.4e-05,2.4e-05,0.0,R,False
WA-09,WA,9,Safe D,Incumbent,21.550272727277893,1378652.77,141268.27,0.9070555204630893,53.85,22.701,0.9912,0.002791,0.001164,0.001164,0.0,D,False
PA-07,PA,7,Toss-Up,Incumbent,-2.2695414278169013,17055735.93,9382730.66,0.645110633475661,11.014,20.211,0.7071,0.002773,0.010319,0.014401,-0.004082,D,False
NY-18,NY,18,Toss-Up,Challenger,0.6565680576901656,10827251.48,2252268.65,0.8278018897012852,0.961,11.016,0.5348,0.002723,0.00515,0.009142,-0.003992,D,True
NY-16,NY,16,Safe D,Incumbent,20.483740598184923,1933450.44,237885.69,0.8904427155642641,52.13,22.555,0.9896,0.002718,0.001632,0.001632,0.0,D,False
CA-46,CA,46,Safe D,Incumbent,16.58257586569293,918746.97,49194.3,0.9491763586028313,50.98,22.031,0.9897,0.002679,0.000776,0.000776,0.0,D,False
FL-13,FL,13,Likely R,Open,-5.446031223054323,9213947.11,3914810.85,0.701814073964389,-7.767,14.348,0.2942,0.002644,0.004402,0.00778,-0.003378,R,False
MA-08,MA,8,Safe D,Incumbent,14.729375410314466,820808.42,35066.72,0.959028229281201,49.645,21.787,0.9887,0.002641,0.000693,0.000693,0.0,D,False
NJ-06,NJ,6,Safe D,Incumbent,8.090405096667297,3795592.65,399477.05,0.904774633422658,41.195,20.932,0.9755,0.002638,0.003205,0.003205,0.0,D,False
IL-03,IL,3,Safe D,Challenger,20.7490927090049,1128998.24,62690.03,0.9473939354962351,20.54,12.433,0.9507,0.002595,0.000953,0.000953,-0.0,D,False
TX-34,TX,34,Safe D,Incumbent,11.644424539330867,10029370.96,6790453.97,0.5962827200485018,18.856,21.386,0.811,0.002584,0.006235,0.008468,-0.002234,D,False
MI-08,MI,8,Lean D,Incumbent,-0.8913436295996224,12816349.379999999,4860717.8100000005,0.7250269087199187,20.34,20.044,0.8449,0.002553,0.007826,0.010821,-0.002995,D,False
