tier_counts,pct_safe_r,pct_competitive,beta_rc_all,se_all,n_all,beta_rc_safe_r_only,se_safe_r_only,n_safe_r_only,beta_rc_competitive_only,se_competitive_only,n_competitive_only,interaction_coef,interaction_p_value
"{'Safe D': 8, 'Likely D': 3, 'Lean D': 4, 'Toss-Up': 7, 'Lean R': 3, 'Likely R': 8, 'Safe R': 85}",0.7203389830508474,0.11864406779661017,5.474870022408332,1.5870246097003875,118,4.655978997666617,1.805796858367326,85,2.812898683728828,1.313156619168755,14,-2.6962078104430045,0.5976943776618562
