null_expected_seats
214.86177709554406
214.5450377999452
214.8217586731583
214.8884969459903
214.811112024467
215.08342941907273
214.70820292358036
215.0857467886292
214.839714617744
214.68475230355008
214.6452477282328
214.8058533691326
214.76191705333898
215.0255614871341
214.99132762948332
214.8381994994643
214.85032406628005
214.69666415351338
215.10469391596172
214.78897587458658
214.62485046609288
214.9880754621223
214.880303468178
214.73158754343754
214.63434923358443
214.61297464851097
214.81707148969036
214.79004664801073
214.65788917424214
214.83081849812976
214.65290438027372
214.91051277140022
215.0101533318803
215.01051204739508
214.82895081731405
215.00767158204022
214.9027825327879
215.12329939271729
214.8069548996088
215.0567532709074
214.95149968460686
214.7656840505978
214.9586499838142
214.7179323014543
214.5344468350137
214.99785290174395
214.65689553302246
214.81587273805684
214.72390060022448
214.85006257954893
214.8054737671326
214.8360601536333
214.8210612372206
215.0331876024058
215.15955872244308
214.7055293611002
214.68492125649527
214.9719464372415
215.1573855077573
214.75586724089442
214.7815041265417
214.54127903392384
214.77030812423834
214.66571033644527
214.99065977367192
214.97390789684428
214.901008458972
214.84051349856924
214.9662703684746
214.96128980810795
214.79239363785737
215.05080088876167
214.66531304658383
214.86926979492395
214.80718906699184
214.74733397229295
214.9363728441373
214.74957591629914
215.1085012871264
214.8270139394113
214.90496383662244
214.6617907243231
214.86683429990924
214.59959768193437
215.1765953446622
214.52420840289795
214.87871923711722
214.83264959956904
215.06984549379672
214.96387962834126
214.79602439417323
214.7207856156378
214.57741799007567
214.65082066744776
214.70517351734486
214.7306091041676
214.7076588007306
214.70814406729124
214.75613027005826
214.79747590865497
214.86371627649922
214.92446382983275
214.91755898033318
214.8896840394677
214.67509733227965
214.8175382121085
215.04164191457465
214.81452829938837
214.82545200398164
214.80220399189946
214.80597242507167
214.81294382918915
215.12521872464788
215.02488739309126
214.7907118179001
214.8196944736631
214.82358092733045
215.0626201537261
214.75790562252087
214.59330384751865
214.77035906670753
214.79669621726242
214.87506863620524
214.97582538503693
214.84788503239136
214.76233441934636
214.87013417502808
214.89142620468442
214.810351476726
214.79638385209606
214.79275395335054
214.6289855454483
214.96925124410402
214.55428771771983
214.95037792320915
214.59214757674525
214.81774549661907
214.60510791938242
