district_id,state,district,cook_rating,incumb_status,pvi,d_total_22,r_total_22,d_total,r_total,mu_22,mu_hat,sigma_i,p_win_22,p_win,msg_22,msg_i_per_1m,rec_share_22,obs_share_24,diff_22,outcome,redistricting_flagged
NY-09,NY,9,Safe D,Incumbent,26.54667949538445,251148.15,0.0,339924.94,0.0,60.44331424263549,60.443,12.754,0.9999989266605002,1.0,2.7780542841006248e-11,2.8e-05,0.0,0.000453,-0.000453,D,False
TX-37,TX,37,Safe D,Incumbent,23.953391586370323,1032589.29,19786.8,677058.91,0.0,57.19632630216461,57.196,12.44,0.999997863753028,1.0,2.768322903474161e-11,2.8e-05,0.0,0.000902,-0.000902,D,False
CA-36,CA,36,Safe D,Incumbent,21.37906523674605,961528.71,2442946.79,1618199.66,37707.95,53.448933307480125,53.449,12.136,0.999994687222867,1.0,2.7744849320086747e-11,2.8e-05,0.0,0.002157,-0.002157,D,False
TX-21,TX,21,Safe R,Challenger,-14.04920565111996,217684.25,1819733.57,500223.61,2495623.47,-26.905014800305345,-26.905,6.701,2.972045166145876e-05,0.0,2.702438117060221e-11,2.7e-05,0.0,0.000667,-0.000667,R,False
MI-05,MI,5,Safe R,Challenger,-14.539167945315114,89134.2,189611.23,101370.99,766725.43,-29.054950107419693,-29.055,6.733,7.962512749298142e-06,0.0,2.6545177012637468e-11,2.7e-05,0.0,0.000135,-0.000135,R,False
UT-03,UT,3,Safe R,Open,-13.645002876084328,15646.0,847844.1,53294.56,2319425.97,-35.04004513180297,-35.04,8.739,3.0416600760415483e-05,0.0,2.6751386779096898e-11,2.7e-05,0.0,7.1e-05,-7.1e-05,R,False
MI-13,MI,13,Safe D,Incumbent,24.1254278498976,2772796.46,93401.15,1071523.16,62983.76,56.11249664070816,56.112,12.461,0.9999966514389048,1.0,2.536313053834805e-11,2.5e-05,0.0,0.001428,-0.001428,D,False
GA-10,GA,10,Safe R,Challenger,-15.057241628373404,58955.84,3845042.57,225180.79,1233349.27,-28.498987927716502,-28.499,6.766,1.2661936298693304e-05,0.0,2.4442750009817176e-11,2.4e-05,0.0,0.0003,-0.0003,R,False
CA-42,CA,42,Safe D,Incumbent,23.548646756052825,1616841.46,3970.0,914393.8,1975.48,56.64048424947123,56.64,12.392,0.9999975698197212,1.0,2.323370213328407e-11,2.3e-05,0.0,0.001219,-0.001219,D,False
MD-07,MD,7,Safe D,Incumbent,30.226960116774823,247260.48,-51161.71,180408.93,0.0,65.05129731835424,65.051,13.213,0.9999995742667612,1.0,2.075243446979482e-11,2.1e-05,0.0,0.00024,-0.00024,D,False
CA-08,CA,8,Safe D,Incumbent,26.86109662816917,528293.97,19222.82,551472.99,17223.01,60.1377061990618,60.138,12.793,0.9999987050200926,1.0,1.982384364766641e-11,2e-05,0.0,0.000735,-0.000735,D,False
CA-48,CA,48,Safe R,Challenger,-10.09708544488959,1136847.09,1300954.74,29975.29,823857.52,-28.70922984943389,-28.709,6.451,4.291914326639493e-06,0.0,1.5661765871856562e-11,1.6e-05,0.0,4e-05,-4e-05,R,False
CO-01,CO,1,Safe D,Incumbent,28.762867479927927,658563.21,0.0,393149.63,7720.0,62.77608858181023,62.776,13.029,0.9999992760750164,1.0,1.5789883438304794e-11,1.6e-05,0.0,0.000524,-0.000524,D,False
NJ-04,NJ,4,Safe R,Challenger,-14.584596480441704,41545.25,1322497.68,44774.79,489738.53,-30.54123924068559,-30.541,6.736,2.8902167993654853e-06,0.0,1.6366997910572954e-11,1.6e-05,0.0,6e-05,-6e-05,R,False
OH-11,OH,11,Safe D,Incumbent,28.441346247008543,10300092.9,797798.74,568030.66,32606.9,61.5466357457944,61.547,12.988,0.9999989237534044,1.0,1.547488470672249e-11,1.5e-05,0.0,0.000757,-0.000757,D,False
MA-05,MA,5,Safe D,Incumbent,22.981622359533727,927999.62,110234.48,1910057.62,1424.06,55.96266664321179,55.963,12.325,0.9999971966150228,1.0,1.2841753898051347e-11,1.3e-05,0.0,0.002546,-0.002546,D,False
NY-07,NY,7,Safe D,Incumbent,32.947096636428,339279.39,0.0,264837.1,17117.96,67.03402197941041,67.034,13.563,0.99999961409279,1.0,1.1764177998160295e-11,1.2e-05,0.0,0.000353,-0.000353,D,False
CA-14,CA,14,Safe D,Incumbent,22.448767455138224,3441246.05,9968.23,3347503.42,98311.78,54.65387173877446,54.654,12.262,0.9999958494951928,1.0,1.04224346807816e-11,1e-05,0.0,0.004462,-0.004462,D,False
NJ-10,NJ,10,Safe D,Challenger,30.651816525153706,1064723.17,0.0,420778.28,14992.07,36.6211754928268,36.621,7.86,0.9999984123029134,1.0,9.584696406433592e-12,1e-05,0.0,0.000561,-0.000561,D,False
ID-01,ID,1,Safe R,Challenger,-22.463689738740225,66125.36,241858.48,174053.96,275899.51,-33.80010262657122,-33.8,7.265,1.6419664057749463e-06,0.0,1.0429660953126658e-11,1e-05,0.0,0.000232,-0.000232,R,False
TN-06,TN,6,Safe R,Open,-17.433317798148636,1662.0,1164057.23,29642.64,1287826.89,-39.73396790927648,-39.734,9.063,5.822040338893214e-06,0.0,9.61985727708032e-12,1e-05,0.0,4e-05,-4e-05,R,False
VA-08,VA,8,Safe D,Incumbent,26.392191262569703,1663256.71,291559.91,1137331.96,650.0,60.236913452608825,60.237,12.735,0.9999988770383418,1.0,8.679422405275493e-12,9e-06,0.0,0.001516,-0.001516,D,False
AZ-03,AZ,3,Safe D,Incumbent,24.62377749642045,2039449.38,122763.56,1976336.45,25347.0,57.745856071251005,57.746,12.521,0.9999980062795212,1.0,8.707147623396249e-12,9e-06,0.0,0.002634,-0.002634,D,False
AZ-05,AZ,5,Safe R,Challenger,-11.63027765524259,27471.01,1988265.2,65924.25,1283197.96,-29.187963927916687,-29.188,6.547,4.133992634406795e-06,0.0,9.413526136301284e-12,9e-06,0.0,8.8e-05,-8.8e-05,R,False
NY-24,NY,24,Safe R,Challenger,-11.822715104854463,45218.09,2719108.22,84480.99,1609727.64,-29.33986097693341,-29.34,6.559,3.855647849852829e-06,0.0,6.9990254711959496e-12,7e-06,0.0,0.000113,-0.000113,R,False
GA-05,GA,5,Safe D,Incumbent,31.89235775456961,425396.95,30178.28,361641.41,0.0,67.1364981274168,67.136,13.426,0.9999997138505076,1.0,6.946295176132946e-12,7e-06,0.0,0.000482,-0.000482,D,False
CA-12,CA,12,Safe D,Open,40.46856696126791,1667313.42,0.0,1913404.94,3381.0,49.05403629873941,49.054,11.308,0.9999928055986294,1.0,6.383419292298199e-12,6e-06,0.0,0.00255,-0.00255,D,False
WV-02,WV,2,Safe R,Open,-21.92686288918549,25375.0,2500218.01,31206.98,820122.37,-43.220222473328825,-43.22,9.463,2.470295262017713e-06,0.0,6.262291051299318e-12,6e-06,0.0,4.2e-05,-4.2e-05,R,False
TX-05,TX,5,Safe R,Challenger,-14.83951783996549,255373.73,396329.21,24043.31,393366.05,-32.47005380639612,-32.47,6.752,7.590774008203885e-07,0.0,5.796688808466979e-12,6e-06,0.0,3.2e-05,-3.2e-05,R,False
MI-12,MI,12,Safe D,Incumbent,22.83353465712751,3388168.64,240272.56,8097297.14,708251.74,53.88649153943463,53.886,12.307,0.9999940242082888,1.0,5.755313646019154e-12,6e-06,0.0,0.010793,-0.010793,D,False
VA-09,VA,9,Safe R,Challenger,-23.06933825260913,54211.9,299189.14,206639.46,319487.87,-34.49165083716434,-34.492,7.308,1.1800970460420114e-06,0.0,6.456395229128295e-12,6e-06,0.0,0.000275,-0.000275,R,False
TN-02,TN,2,Safe R,Challenger,-18.47057443452429,75501.49,1250259.58,258725.83,1073274.11,-31.76850837581304,-31.769,6.992,2.764920567318e-06,0.0,6.04833706961245e-12,6e-06,0.0,0.000345,-0.000345,R,False
SC-07,SC,7,Safe R,Challenger,-11.271404349615027,0.0,3685879.39,35420.89,988164.43,-30.230200543638546,-30.23,6.525,1.799731883903309e-06,0.0,5.617320777247211e-12,6e-06,0.0,4.7e-05,-4.7e-05,R,False
FL-18,FL,18,Safe R,Challenger,-12.982997177715792,1197.79,535581.65,15200.14,376418.98,-31.86189881121572,-31.862,6.633,7.788270394118188e-07,0.0,6.455005509610766e-12,6e-06,0.0,2e-05,-2e-05,R,False
MO-01,MO,1,Safe D,Challenger,27.249169270162675,2599376.21,47807.03,5136025.24,16030.83,32.49654200837058,32.497,7.607,0.9999903042028566,1.0,4.734452730284011e-12,5e-06,0.0,0.006846,-0.006846,D,False
FL-12,FL,12,Safe R,Challenger,-16.34021772390692,17158.92,896849.75,56949.32,596927.76,-32.55924093633568,-32.559,6.85,1.0020654559381191e-06,0.0,4.758272372568652e-12,5e-06,0.0,7.6e-05,-7.6e-05,R,False
PA-11,PA,11,Safe R,Challenger,-13.771108373802177,289317.79,459193.45,13438.06,314514.69,-32.607770814621006,-32.608,6.683,5.329679970774061e-07,0.0,5.308444583948412e-12,5e-06,0.0,1.8e-05,-1.8e-05,R,False
TX-23,TX,23,Likely R,Challenger,-4.585290023430264,603495.59,1785726.2,20665.12,2300625.86,-13.311371097144278,-27.807,6.119,0.0147944129568126,0.0,1.109236442122418e-08,4e-06,0.0,2.8e-05,-2.8e-05,R,False
TX-38,TX,38,Safe R,Challenger,-13.297156737747152,333941.41,4653136.29,77625.64,1368341.65,-30.85512336091119,-30.855,6.653,1.7599660813445624e-06,0.0,3.811900337686042e-12,4e-06,0.0,0.000103,-0.000103,R,False
NY-05,NY,5,Safe D,Incumbent,31.66570070517945,736071.9,128588.17,1088534.52,47893.61,65.87423084456091,65.874,13.397,0.9999995606441529,1.0,3.3486787992738727e-12,3e-06,0.0,0.001451,-0.001451,D,False
KS-01,KS,1,Safe R,Challenger,-18.35642947387447,13791.91,596554.95,47681.81,431712.29,-34.49929960764578,-34.499,6.984,3.914326542958793e-07,0.0,2.573574898441671e-12,3e-06,0.0,6.4e-05,-6.4e-05,R,False
TX-30,TX,30,Safe D,Incumbent,27.154332784294745,2135105.74,186056.48,2341746.05,0.0,61.20414102712826,61.204,12.829,0.9999990826045304,1.0,3.447607728340381e-12,3e-06,0.0,0.003121,-0.003121,D,False
CA-43,CA,43,Safe D,Incumbent,33.66523654372313,517423.32,82137.31,559708.07,640.05,69.3303302483808,69.33,13.657,0.9999998077920929,1.0,3.001814144397482e-12,3e-06,0.0,0.000746,-0.000746,D,False
CA-20,CA,20,Safe R,Challenger,-16.1928793689232,1026277.28,20103886.33,144083.35,1417521.46,-32.12784108594326,-32.128,6.841,1.322148113684616e-06,0.0,2.6038938280152344e-12,3e-06,0.0,0.000192,-0.000192,R,False
IN-05,IN,5,Safe R,Challenger,-12.021418015673689,78152.38,3049656.46,33605.88,999237.28,-31.427496520547773,-31.427,6.572,8.670181334176041e-07,0.0,2.740318083086611e-12,3e-06,0.0,4.5e-05,-4.5e-05,R,False
IN-08,IN,8,Safe R,Open,-19.049853045606127,117620.22,329514.66,16703.23,1008722.09,-43.12600460051153,-43.126,9.205,1.3992694069247148e-06,0.0,3.1055828839016798e-12,3e-06,0.0,2.2e-05,-2.2e-05,R,False
AR-01,AR,1,Safe R,Challenger,-21.39129663085429,41983.81,512370.34,61360.46,325357.92,-36.2779600402374,-36.278,7.191,2.267859210625824e-07,0.0,1.827172539473501e-12,2e-06,0.0,8.2e-05,-8.2e-05,R,False
AL-06,AL,6,Safe R,Challenger,-19.298201595586924,0.0,686961.84,186789.39,1046435.31,-33.86788430141827,-33.868,7.048,7.718143438574978e-07,0.0,1.904256724569261e-12,2e-06,0.0,0.000249,-0.000249,R,False
NY-12,NY,12,Safe D,Incumbent,34.68988016555067,6733944.95,11402.0,715915.56,0.0,70.63920274423882,70.639,13.792,0.9999998485891342,1.0,1.8476873507323407e-12,2e-06,0.0,0.000954,-0.000954,D,False
TN-03,TN,3,Safe R,Challenger,-19.071192130050548,140675.95,618046.1900000001,164519.81,1026695.07,-33.98089744906417,-33.981,7.032,6.756145557807692e-07,0.0,1.7386022654421209e-12,2e-06,0.0,0.000219,-0.000219,R,False
KY-06,KY,6,Safe R,Challenger,-9.185896454494886,66929.26000000001,1850352.12,48853.34,2446173.83,-30.09932179248604,-30.099,6.395,1.2595450080798394e-06,0.0,1.6718656314778086e-12,2e-06,0.0,6.5e-05,-6.5e-05,R,False
TX-10,TX,10,Safe R,Challenger,-13.4287872760659,53358.0,870906.53,67384.72,1464364.63,-31.87641264612885,-31.876,6.661,8.534902391629483e-07,0.0,1.793894122742531e-12,2e-06,0.0,9e-05,-9e-05,R,False
CA-17,CA,17,Safe D,Incumbent,24.68124762453286,5915099.15,105486.0,10130965.0,72028.44,57.94653537042254,57.947,12.528,0.999998131600353,1.0,1.6042619539811645e-12,2e-06,0.0,0.013504,-0.013504,D,False
CA-05,CA,5,Safe R,Challenger,-8.888000805717656,34621.23,1607158.7,13690.57,937576.95,-31.05982216898592,-31.06,6.377,5.56040768605982e-07,0.0,2.00447961225347e-12,2e-06,0.0,1.8e-05,-1.8e-05,R,False
TX-12,TX,12,Safe R,Open,-13.051453656022414,41582.13,1097866.1,13620.56,2308291.71,-40.08775141377513,-40.088,8.689,1.980778870878293e-06,0.0,2.035875031502508e-12,2e-06,0.0,1.8e-05,-1.8e-05,R,False
MO-03,MO,3,Safe R,Challenger,-16.521251165170824,47164.79,1210962.12,32792.66,654649.56,-35.372149303666006,-35.372,6.862,1.2704416403826325e-07,0.0,6.176897447086144e-13,1e-06,0.0,4.4e-05,-4.4e-05,R,False
TX-17,TX,17,Safe R,Challenger,-14.80973920460582,0.0,445775.67,21108.56,591425.04,-34.64358982491923,-34.644,6.75,1.4318670284400732e-07,0.0,7.91948427265006e-13,1e-06,0.0,2.8e-05,-2.8e-05,R,False
TX-04,TX,4,Safe R,Challenger,-17.269135073146472,50629.85,340802.7,16344.56,312813.35,-36.12950928672779,-36.13,6.912,8.598735136772293e-08,0.0,8.778806641796745e-13,1e-06,0.0,2.2e-05,-2.2e-05,R,False
OR-02,OR,2,Safe R,Challenger,-15.622567897681757,59344.64,775225.54,21346.6,562166.16,-35.39633947757464,-35.396,6.803,9.808998645859101e-08,0.0,5.72046574298684e-13,1e-06,0.0,2.8e-05,-2.8e-05,R,False
NY-23,NY,23,Safe R,Challenger,-12.452534835467782,287214.95,1458637.0499999998,24394.86,889803.56,-32.81767013005428,-32.818,6.599,3.2949723352258984e-07,0.0,1.2147712375736902e-12,1e-06,0.0,3.3e-05,-3.3e-05,R,False
NY-08,NY,8,Safe D,Incumbent,27.20390212058902,2833775.15,19870.31,15936793.65,0.0,61.26620549617745,61.266,12.835,0.9999990942116004,1.0,5.001882989418432e-13,1e-06,0.0,0.021242,-0.021242,D,False
IA-04,IA,4,Safe R,Challenger,-15.527668627078642,41123.28,1444514.4,136824.14,2091313.01,-33.050727118511325,-33.051,6.797,5.793548390673628e-07,0.0,8.315071593315468e-13,1e-06,0.0,0.000182,-0.000182,R,False
CA-37,CA,37,Safe D,Incumbent,38.17115571896528,1967768.58,27215.64,549350.2,0.0,74.99801678108466,74.998,14.261,0.9999999275146078,1.0,1.142255404831086e-12,1e-06,0.0,0.000732,-0.000732,D,False
CA-34,CA,34,Safe D,Incumbent,34.29769394227007,923310.73,0.0,1289116.54,0.0,70.1481566351722,70.148,13.74,0.9999998348485616,1.0,1.120158242433665e-12,1e-06,0.0,0.001718,-0.001718,D,False
MI-09,MI,9,Safe R,Challenger,-17.85195581310617,21181.56,69837.0,99354.86,965057.12,-34.1437755789701,-34.144,6.95,4.497459667939408e-07,0.0,1.331852792048123e-12,1e-06,0.0,0.000132,-0.000132,R,False
MA-07,MA,7,Safe D,Incumbent,35.552286282446815,1211369.33,0.0,1142938.57,0.0,71.71899887933692,71.719,13.907,0.9999998745723532,1.0,9.568721683315954e-13,1e-06,0.0,0.001523,-0.001523,D,False
MD-08,MD,8,Safe D,Incumbent,29.45875128069437,4286731.53,15023.5,3946956.34,5368.52,64.05856799525692,64.059,13.116,0.99999948015,1.0,1.156731822469648e-12,1e-06,0.0,0.005261,-0.005261,D,False
IN-02,IN,2,Safe R,Challenger,-14.123373420505615,98660.38,1346898.41,126229.6,2241307.75,-31.912112684894645,-31.912,6.706,9.73576712838527e-07,0.0,1.3077359223026057e-12,1e-06,0.0,0.000168,-0.000168,R,False
PA-03,PA,3,Safe D,Incumbent,39.56244943477092,1084557.09,0.0,318454.11,0.0,76.74001924103952,76.74,14.453,0.9999999450452972,1.0,1.4871240954574546e-12,1e-06,0.0,0.000424,-0.000424,D,False
SD-00,SD,0,Safe R,Challenger,-16.388862204651893,0.0,1976203.18,194881.89,2374815.53,-33.21467942077541,-33.215,6.853,6.285377793110067e-07,0.0,7.728989939956116e-13,1e-06,0.0,0.00026,-0.00026,R,False
NY-14,NY,14,Safe D,Incumbent,29.655224876126084,12181923.78,1772480.09,14866494.81,1911997.13,61.58527879463806,61.585,13.141,0.9999986107334068,1.0,6.995074273659325e-13,1e-06,0.0,0.019815,-0.019815,D,False
OH-14,OH,14,Likely R,Open,-9.04058498272672,221491.7,1158759.56,0.0,763099.48,-20.831580941248195,-72.61,8.361,0.006359555774206,0.0,6.701604981982964e-09,0.0,0.0,0.0,0.0,R,False
KY-05,KY,5,Safe R,Open,-32.1729608712165,17469.53,447566.21,0.0,570767.64,-100.64004031655676,-100.64,10.442,2.7628121145365815e-22,0.0,1.9199229512019203e-27,0.0,0.0,0.0,0.0,R,False
IL-16,IL,16,Safe R,Open,-13.631151449570352,27525.08,2124405.9,0.0,984780.67,-78.17264054639368,-78.173,8.738,1.8377531573574332e-19,0.0,8.328710883469518e-25,0.0,0.0,0.0,0.0,R,False
WY-00,WY,0,Safe R,Challenger,-25.77787700236944,87407.67,6322765.8,14615.56,2484952.21,-55.84489251715748,-55.845,7.5,4.8281200097284986e-14,0.0,8.332319430845193e-20,0.0,0.0,1.9e-05,-1.9e-05,R,False
WV-01,WV,1,Safe R,Challenger,-23.41158043159246,0.0,534404.67,45069.61,1038108.06,-44.52279019709977,-44.523,7.332,6.296236109021205e-10,0.0,2.1127309141129505e-15,0.0,0.0,6e-05,-6e-05,R,False
AR-04,AR,4,Safe R,Challenger,-18.710195024103218,0.0,4266672.03,5733.21,1537499.24,-49.04839845014149,-49.048,7.008,1.2899682401259509e-12,0.0,3.653140665741828e-18,0.0,0.0,8e-06,-8e-06,R,False
NE-03,NE,3,Safe R,Open,-29.05395314239278,0.0,469809.73,0.0,455652.43,-96.8606899880013,-96.861,10.134,5.987643393258831e-22,0.0,5.3385759838081836e-27,0.0,0.0,0.0,0.0,R,False
MD-01,MD,1,Safe R,Open,-11.511437051533768,3013731.12,1269540.67,0.0,823912.58,-75.60414953797782,-75.604,8.562,5.2151017880821375e-19,0.0,2.850706382567281e-24,0.0,0.0,0.0,0.0,R,False
LA-05,LA,5,Safe R,Open,-16.599572159228913,58074.7,1838176.32,0.0,999148.28,-81.76952223433031,-81.77,8.991,4.737407009959285e-20,0.0,2.085750851313364e-25,0.0,0.0,0.0,0.0,R,False
AL-04,AL,4,Safe R,Challenger,-32.99150514498746,22498.3,845700.98,0.0,635352.36,-101.63188318421778,-101.632,8.039,6.138417160028488e-37,0.0,6.497649616465272e-42,0.0,0.0,0.0,0.0,R,False
AL-03,AL,3,Safe R,Challenger,-19.22476623848472,4413.0,1170564.81,0.0,1640962.27,-84.95051085910008,-84.951,7.043,8.372040021885217e-34,0.0,3.7742254286054146e-39,0.0,0.0,0.0,0.0,R,False
AL-05,AL,5,Safe R,Open,-17.288279129804017,5150.0,5600352.33,0.0,654265.43,-82.60403921595481,-82.604,9.05,3.520025616087949e-20,0.0,2.358127146120688e-25,0.0,0.0,0.0,0.0,R,False
AL-01,AL,1,Safe R,Challenger,-16.357029889797673,0.0,532388.69,3076.82,1063039.38,-47.22601548042375,-47.226,6.851,2.732283392342789e-12,0.0,1.1307859444126409e-17,0.0,0.0,4e-06,-4e-06,R,False
NC-03,NC,3,Safe R,Open,-14.845244174580229,117706.92,1517990.21,640.0,885200.82,-51.31840121032808,-51.318,8.841,3.2198565504495204e-09,0.0,1.0558956558666541e-14,0.0,0.0,1e-06,-1e-06,R,False
TX-02,TX,2,Safe R,Challenger,-15.801396694115272,234001.4,13562496.73,8114.5,2749760.1,-46.456741934025686,-46.457,6.815,4.6490168906681516e-12,0.0,7.40117035456109e-18,0.0,0.0,1.1e-05,-1.1e-05,R,False
TX-01,TX,1,Safe R,Challenger,-25.594871709035782,17669.0,1063690.48,0.0,323316.25,-92.66926704574776,-92.669,7.487,1.7432567249836848e-35,0.0,3.8317919588149146e-40,0.0,0.0,0.0,0.0,R,False
TN-08,TN,8,Safe R,Challenger,-21.234299336382385,250.0,1100988.88,18242.06,1062985.23,-45.68427377317101,-45.684,7.18,9.914818775582131e-11,0.0,3.563663785503795e-16,0.0,0.0,2.4e-05,-2.4e-05,R,False
TN-01,TN,1,Safe R,Open,-30.27155839221352,0.0,1314125.06,0.0,889466.21,-98.33608126659117,-98.336,10.253,4.362393367743429e-22,0.0,1.9742792677487265e-27,0.0,0.0,0.0,0.0,R,False
NY-10,NY,10,Safe D,Incumbent,35.683837953159355,8424628.01,5027.8,2912947.98,2071.0,71.8675912690685,71.868,13.925,0.9999998773261182,1.0,3.6674609192905997e-13,0.0,0.0,0.003883,-0.003883,D,False
NY-15,NY,15,Safe D,Incumbent,36.766509186357546,3384629.34,0.0,6102405.56,0.0,73.23929560857302,73.239,14.07,0.9999999031560496,1.0,1.3794523028496341e-13,0.0,0.0,0.008134,-0.008134,D,False
NV-02,NV,2,Safe R,Challenger,-8.147825812678416,59994.34,1003573.3,0.0,680837.42,-71.52840931995182,-71.528,6.332,6.797285387731698e-30,0.0,7.759127401406233e-35,0.0,0.0,0.0,0.0,R,False
NY-13,NY,13,Safe D,Incumbent,40.02459454905407,896316.04,0.0,996539.42,0.0,77.31865904713625,77.319,14.518,0.9999999497620842,1.0,4.337354965968062e-13,0.0,0.0,0.001328,-0.001328,D,False
OH-04,OH,4,Safe R,Challenger,-20.55908860807346,1157471.92,13292873.57,2298856.55,11973481.49,-35.176070508578334,-35.176,7.134,4.0901215003212796e-07,0.0,8.815930233348852e-14,0.0,0.0,0.003064,-0.003064,R,False
OH-05,OH,5,Safe R,Challenger,-15.07164060096154,58305.93,598412.43,8587.03,688702.68,-39.396149834487744,-39.396,6.767,2.9145101551589366e-09,0.0,1.5902718516952312e-14,0.0,0.0,1.1e-05,-1.1e-05,R,False
OH-08,OH,8,Safe R,Challenger,-14.035211394428032,0.0,528561.35,4922.0,370971.65,-37.84761236580781,-37.848,6.7,8.081580465228352e-09,0.0,8.035019618957834e-14,0.0,0.0,7e-06,-7e-06,R,False
PA-09,PA,9,Safe R,Challenger,-21.24854746987166,21468.01,1335620.25,13849.12,886293.01,-46.09699448158002,-46.097,7.181,6.847047431691631e-11,0.0,2.980816475719168e-16,0.0,0.0,1.8e-05,-1.8e-05,R,False
PA-13,PA,13,Safe R,Challenger,-25.087095894319965,0.0,334667.0,58184.56,273900.17,-40.46177445525477,-40.462,7.451,2.8099517399343376e-08,0.0,2.719404017732276e-13,0.0,0.0,7.8e-05,-7.8e-05,R,False
PA-14,PA,14,Safe R,Challenger,-17.931297318589706,0.0,1305205.13,259515.01,2608838.88,-34.376536329877325,-34.377,6.956,3.863069380318799e-07,0.0,4.265620452770655e-13,0.0,0.0,0.000346,-0.000346,R,False
PA-15,PA,15,Safe R,Challenger,-20.54575453550953,17312.06,1342549.86,136080.36,1265805.78,-37.33013080279363,-37.33,7.133,8.309917161772045e-08,0.0,1.9281419672987505e-13,0.0,0.0,0.000181,-0.000181,R,False
TX-11,TX,11,Safe R,Open,-22.919337360625505,0.0,1178079.84,0.0,974985.84,-89.42728033142203,-89.427,9.554,3.96679444987969e-21,0.0,1.724965674041163e-26,0.0,0.0,0.0,0.0,R,False
OK-02,OK,2,Safe R,Challenger,-28.318688286984766,8066.72,4911184.609999999,12167.41,471652.74,-52.76804986794546,-52.768,7.686,3.3100313094277625e-12,0.0,2.658817659347103e-17,0.0,0.0,1.6e-05,-1.6e-05,R,False
TX-36,TX,36,Safe R,Open,-18.290803523740188,27070.84,626539.25,0.0,330048.27,-83.81881366572395,-83.819,9.138,2.3114110629865872e-20,0.0,3.052836575207918e-25,0.0,0.0,0.0,0.0,R,False
TX-19,TX,19,Safe R,Open,-26.119921275348524,0.0,525996.45,0.0,554494.38,-93.30547779720376,-93.305,9.852,1.3899249311586682e-21,0.0,1.0401603695245872e-26,0.0,0.0,0.0,0.0,R,False
OK-03,OK,3,Safe R,Open,-25.04040632306072,0.0,921631.95,0.0,593857.15,-91.99741268665396,-91.997,9.75,1.9496331869081568e-21,0.0,1.3724928473388515e-26,0.0,0.0,0.0,0.0,R,False
TX-13,TX,13,Safe R,Open,-26.679313899188365,146173.25,4228811.42,0.0,5526019.09,-93.9833025672943,-93.983,9.905,1.1734854630359353e-21,0.0,8.777343358439794e-28,0.0,0.0,0.0,0.0,R,False
OK-04,OK,4,Safe R,Challenger,-19.18242451780145,1190.0,1376015.0199999998,20330.0,2981087.98,-47.05509628660864,-47.055,7.04,1.1620277913119768e-11,0.0,1.610962139561697e-17,0.0,0.0,2.7e-05,-2.7e-05,R,False
TX-14,TX,14,Safe R,Challenger,-16.3040863161223,71281.77,683799.6000000001,23802.0,653898.12,-36.41828793026761,-36.418,6.848,5.239996775558114e-08,0.0,2.667068060002846e-13,0.0,0.0,3.2e-05,-3.2e-05,R,False
MO-06,MO,6,Safe R,Challenger,-21.2217918081147,163608.23,755687.92,11805.56,865694.71,-46.63868082241855,-46.639,7.179,4.114337235611813e-11,0.0,1.858990964950848e-16,0.0,0.0,1.6e-05,-1.6e-05,R,False
MO-04,MO,4,Safe R,Challenger,-22.699460623660684,1269.91,5642403.819999999,6959.0,602673.46,-49.17350736548332,-49.174,7.282,7.247115413737477e-12,0.0,4.817756266787062e-17,0.0,0.0,9e-06,-9e-06,R,False
MN-08,MN,8,Safe R,Challenger,-8.04388507656337,0.0,1391193.4,0.0,1250576.51,-71.40246270829182,-71.402,6.325,7.498141816989328e-30,0.0,4.6612434799657674e-35,0.0,0.0,0.0,0.0,R,False
MN-07,MN,7,Safe R,Challenger,-19.32821515685441,0.0,856144.95,10165.5,848441.43,-44.83988824337949,-44.84,7.05,1.0056041800424351e-10,0.0,4.640212775544732e-16,0.0,0.0,1.4e-05,-1.4e-05,R,False
TX-06,TX,6,Safe R,Challenger,-15.863029594192207,800575.1499999999,8324085.54,133773.65,5190701.36,-37.31081522485798,-37.311,6.819,2.229021447536403e-08,0.0,1.4899537952385516e-14,0.0,0.0,0.000178,-0.000178,R,False
NC-08,NC,8,Safe R,Open,-19.6845056221601,95477.3,1412820.37,532.0,583022.33,-56.277781252007536,-56.278,9.261,6.134913882227223e-10,0.0,3.034734116513257e-15,0.0,0.0,1e-06,-1e-06,R,False
NC-10,NC,10,Safe R,Open,-22.0553503873324,120258.44,1304390.25,0.0,961205.43,-88.38037383574162,-88.38,9.475,5.390906074853083e-21,0.0,2.390946808949445e-26,0.0,0.0,0.0,0.0,R,False
NC-07,NC,7,Safe R,Challenger,-8.254535703796442,514396.08,669391.0199999999,4500.0,737144.38,-34.00768406794842,-34.008,6.338,4.035726405252831e-08,0.0,2.0560885579115441e-13,0.0,0.0,6e-06,-6e-06,R,False
KY-01,KY,1,Safe R,Challenger,-24.04365060705192,2840.0,771306.72,237977.68,6674292.65,-46.1183493329017,-46.118,7.377,2.0255466061072274e-10,0.0,1.0879789662319968e-16,0.0,0.0,0.000317,-0.000317,R,False
TX-25,TX,25,Safe R,Open,-19.19898352457276,13123.22,539387.45,0.0,253915.94,-84.9192695423846,-84.919,9.218,1.598125829501895e-20,0.0,2.7296038568759577e-25,0.0,0.0,0.0,0.0,R,False
