district_id,state,district,cook_rating,incumb_status,pvi,d_total_22,r_total_22,d_total,r_total,mu_22,mu_hat,sigma_i,p_win_22,p_win,msg_22,msg_i_per_1m,rec_share_22,obs_share_24,diff_22,outcome,redistricting_flagged
IN-06,IN,6,Safe R,Open,-19.774364527800465,33001.66,1322709.32,22832.79,128724.61,-34.48444037445288,-34.484,9.269,9.949496288077272e-05,0.0001,1.202697439819331e-09,0.001203,0.0,3e-05,-3e-05,R,False
MO-02,MO,2,Likely R,Challenger,-7.986075858271152,1948140.23,2823443.06,670224.91,2589627.27,-15.479889413728962,-18.446,6.322,0.0071700295217073,0.0018,2.852487859632671e-09,0.001186,0.0,0.000893,-0.000893,R,False
FL-11,FL,11,Safe R,Challenger,-8.31671764256397,14183.32,1369033.13,59028.53,525341.24,-21.929708724376034,-21.93,6.342,0.0002722335544419,0.0003,1.178400901091457e-09,0.001178,0.0,7.9e-05,-7.9e-05,R,False
NJ-05,NJ,5,Likely D,Incumbent,3.445661758280183,6077068.98,1599976.48,6661250.49,13208.48,26.188725557678463,31.474,10.215,0.9948212791210362,0.999,4.338833375572013e-09,0.001159,0.0,0.008879,-0.008879,D,False
NY-26,NY,26,Safe D,Incumbent,8.41704225398517,626683.1900000001,18482.0,1858362.7,59652.18,37.02354537599022,37.024,10.715,0.9997251064809024,0.9997,1.1308356853304023e-09,0.001131,0.0,0.002477,-0.002477,D,False
CA-39,CA,39,Safe D,Incumbent,12.638332359465792,849410.98,5329.0,694586.91,51199.02,41.40885822596135,41.409,11.159,0.9998967385854628,0.9999,1.1167678953862606e-09,0.001117,0.0,0.000926,-0.000926,D,False
PA-12,PA,12,Likely D,Incumbent,7.88100756160039,3976063.07,139345.0,2498511.25,124694.75,36.2873545129435,35.962,10.66,0.999668002373319,0.9996,6.315290693886408e-10,0.001099,0.0,0.00333,-0.00333,D,False
MA-08,MA,8,Safe D,Incumbent,14.729375410314466,532189.0,14875.0,277606.06,3303.68,45.37776703815155,45.378,11.385,0.9999663578105032,1.0,1.0090565640331499e-09,0.001009,0.0,0.00037,-0.00037,D,False
AR-02,AR,2,Safe R,Challenger,-9.052831282224066,23698.93,1695674.71,454577.07,1757301.56,-19.778072865548715,-19.778,6.387,0.0009787048555379,0.001,1.0094699307410088e-09,0.001009,0.0,0.000606,-0.000606,R,False
GA-04,GA,4,Safe D,Incumbent,26.368184394606217,131537.19,0.0,133881.96,62085.15,51.55590463642015,51.556,12.732,0.9999743053108656,1.0,1.0005612135235106e-09,0.001001,0.0,0.000178,-0.000178,D,False
CO-04,CO,4,Safe R,Open,-13.921511275641516,299947.87,1216652.45,4310100.05,4179776.53,-21.957791089221512,-21.958,8.762,0.0061067469435652,0.0061,9.99611082755127e-10,0.001,0.0,0.005745,-0.005745,R,False
FL-08,FL,8,Safe R,Challenger,-11.553985107654771,111580.01,697420.77,57727.63,296314.9,-23.8963037418252,-23.896,6.542,0.0001298188910701,0.0001,9.4158133975787e-10,0.000942,0.0,7.7e-05,-7.7e-05,R,False
NJ-01,NJ,1,Safe D,Incumbent,10.541473432003372,1075985.44,40695.0,1061942.93,15054.0,40.08288001539501,40.083,10.936,0.9998764166222778,0.9999,9.342519900561392e-10,0.000934,0.0,0.001415,-0.001415,D,False
CT-04,CT,4,Safe D,Incumbent,12.541705966334456,713601.27,404863.4,916288.24,76510.98,41.08109005109594,41.081,11.148,0.9998856250517794,0.9999,9.242842527013775e-10,0.000924,0.0,0.001221,-0.001221,D,False
FL-25,FL,25,Safe D,Incumbent,10.651298537769655,1495369.03,1857446.03,2065806.1,259828.85,37.8415568508488,37.842,10.948,0.9997264634367762,0.9997,9.083645418226737e-10,0.000908,0.0,0.002754,-0.002754,D,False
OK-05,OK,5,Safe R,Challenger,-12.644828798930217,1885724.12,4644124.82,562642.1,910892.35,-21.589414643365934,-21.589,6.611,0.0005462688663143,0.0005,8.532464324755554e-10,0.000853,0.0,0.00075,-0.00075,R,False
CA-10,CA,10,Safe D,Incumbent,18.00449331076005,233257.7,13525.0,285976.17,38179.38,46.895075759050485,46.895,11.749,0.9999671521613868,1.0,8.28054528889545e-10,0.000828,0.0,0.000381,-0.000381,D,False
MD-05,MD,5,Safe D,Incumbent,13.90135693169312,1192789.03,61006.48,466145.6,10498.32,44.10317463574057,44.103,11.295,0.9999528249722331,1.0,8.252567613333259e-10,0.000825,0.0,0.000621,-0.000621,D,False
SC-05,SC,5,Safe R,Challenger,-11.5696148738559,21882.7,538104.38,22192.33,164177.58,-25.271258698361148,-25.271,6.543,5.619824224346175e-05,0.0001,8.137135965342843e-10,0.000814,0.0,3e-05,-3e-05,R,False
GA-11,GA,11,Safe R,Challenger,-12.045124653017185,125025.93,313064.21,41025.4,225983.42,-24.7647688797074,-24.765,6.573,8.245015475865737e-05,0.0001,8.110041599701088e-10,0.000811,0.0,5.5e-05,-5.5e-05,R,False
WI-02,WI,2,Safe D,Incumbent,18.958739607660107,595873.39,144214.07,493254.97,132477.01,45.52760592617533,45.528,11.857,0.9999383834602104,0.9999,7.699188455837332e-10,0.00077,0.0,0.000657,-0.000657,D,False
CA-50,CA,50,Safe D,Incumbent,14.071194061937565,1283585.52,79644.91,425749.22,0.0,44.82308533819359,44.823,11.313,0.9999628294651048,1.0,7.363549578031167e-10,0.000736,0.0,0.000567,-0.000567,D,False
NC-02,NC,2,Safe D,Incumbent,11.44542313038604,1502271.76,121971.12,1148574.63,31756.0,40.91405576954593,40.914,11.032,0.999895889134554,0.9999,7.193820809352824e-10,0.000719,0.0,0.001531,-0.001531,D,False
MA-03,MA,3,Safe D,Incumbent,11.100187597102485,1426446.44,150674.71,1082467.26,0.0,41.10316587655237,41.103,10.995,0.9999073839640228,0.9999,7.05124480641053e-10,0.000705,0.0,0.001443,-0.001443,D,False
OH-06,OH,6,Safe R,Open,-15.378152225349016,21076.4,773910.04,64038.2,595457.91,-30.8936914480249,-30.894,8.886,0.000253798699606,0.0003,6.947606182188453e-10,0.000695,0.0,8.5e-05,-8.5e-05,R,False
MA-02,MA,2,Safe D,Incumbent,12.66908430464133,768498.04,41288.35,741403.73,0.0,43.06754039567768,43.068,11.162,0.9999429353981836,0.9999,6.426079509848935e-10,0.000643,0.0,0.000988,-0.000988,D,False
CA-28,CA,28,Safe D,Incumbent,16.169126222614,964288.65,104668.43,1187948.99,282075.4,42.598603009694905,42.599,11.544,0.9998879530943624,0.9999,5.910449856628736e-10,0.000591,0.0,0.001583,-0.001583,D,False
NC-04,NC,4,Safe D,Incumbent,16.04355221243226,1355498.47,520827.12,336576.51,149.0,47.282567876750726,47.283,11.53,0.9999794212487456,1.0,5.216399533740615e-10,0.000522,0.0,0.000449,-0.000449,D,False
FL-02,FL,2,Likely R,Challenger,-7.56900038068406,310477.49,1136752.33,38689.07,585856.71,-17.741403452002505,-23.113,6.297,0.0024189870667926,0.0001,3.5747215741930513e-09,0.00052,0.0,5.2e-05,-5.2e-05,R,False
TX-20,TX,20,Safe D,Incumbent,15.203957520397656,439572.71,266447.37,461008.96,0.0,46.24138882707396,46.241,11.437,0.9999736216361984,1.0,4.861103136917398e-10,0.000486,0.0,0.000614,-0.000614,D,False
MA-06,MA,6,Safe D,Incumbent,10.243287841991489,1567615.25,35328.0,2143452.03,0.0,40.0302641129778,40.03,10.905,0.999879136423264,0.9999,4.610622012448994e-10,0.000461,0.0,0.002857,-0.002857,D,False
CA-24,CA,24,Safe D,Incumbent,12.509524773144117,1502195.62,14216.0,1257314.73,22951.7,42.45567285471098,42.456,11.145,0.9999303546314642,0.9999,4.4970857065209215e-10,0.00045,0.0,0.001676,-0.001676,D,False
VA-06,VA,6,Safe R,Challenger,-13.950633267870009,142704.15,645446.16,211860.02,522502.02,-24.42757630297398,-24.428,6.695,0.0001317509971911,0.0001,4.490678067452917e-10,0.000449,0.0,0.000282,-0.000282,R,False
PA-05,PA,5,Safe D,Incumbent,13.93763368095236,916926.64,691144.04,827747.24,14204.45,44.268334358176666,44.268,11.299,0.9999553449387828,1.0,4.4342912922096765e-10,0.000443,0.0,0.001103,-0.001103,D,False
AZ-09,AZ,9,Safe R,Challenger,-15.971098802177186,6099444.39,1323368.08,2373509.76,432326.32,-22.32460805495947,-22.325,6.826,0.0005367276396206,0.0005,4.2602384457077744e-10,0.000426,0.0,0.003164,-0.003164,R,False
IL-08,IL,8,Likely D,Incumbent,6.424280826815448,8680407.15,223169.7,8497640.82,128614.08,34.66986425438252,34.906,10.512,0.9995133605908096,0.9996,4.2219222301835086e-10,0.000405,0.0,0.011326,-0.011326,D,False
HI-02,HI,2,Safe D,Incumbent,14.587435870590864,1087938.5799999998,27492.6,663275.85,0.0,45.46945819993319,45.469,11.37,0.999968220690603,1.0,4.054840110480071e-10,0.000405,0.0,0.000884,-0.000884,D,False
VA-03,VA,3,Safe D,Incumbent,16.85842965665598,350519.46,136650.38,382400.0,3005.0,48.134711448892205,48.135,11.62,0.9999828028613752,1.0,3.813050737131285e-10,0.000381,0.0,0.00051,-0.00051,D,False
TX-26,TX,26,Safe R,Open,-14.460784914132033,0.0,597788.37,77218.3,995644.96,-31.040217507657974,-31.04,8.808,0.0002124365856209,0.0002,3.6518923747624805e-10,0.000365,0.0,0.000103,-0.000103,R,False
AL-07,AL,7,Safe D,Incumbent,14.226682719477427,666127.08,46285.71,972896.99,19175.59,44.57324462827332,44.573,11.33,0.9999582248915526,1.0,3.523619888729814e-10,0.000352,0.0,0.001297,-0.001297,D,False
TX-22,TX,22,Safe R,Challenger,-12.074613279983732,123460.74,707561.02,67348.52,418299.57,-25.24347393624831,-25.243,6.575,6.17121338433031e-05,0.0001,3.3931296299776545e-10,0.000339,0.0,9e-05,-9e-05,R,False
OK-01,OK,1,Safe R,Challenger,-14.538246122325646,34151.44,710056.54,364924.87,699899.89,-24.420034039918217,-24.42,6.733,0.0001433091892357,0.0001,3.330776999882346e-10,0.000333,0.0,0.000486,-0.000486,R,False
NE-01,NE,1,Safe R,Challenger,-9.41435049125387,1731321.13,2012938.99,116996.93,1033441.99,-23.267471314255214,-23.267,6.409,0.0001415370616079,0.0001,3.2120804981419245e-10,0.000321,0.0,0.000156,-0.000156,R,False
MA-04,MA,4,Safe D,Incumbent,11.65184581520879,2472677.06,132198.38,2019337.32,0.0,41.79388269793831,41.794,11.053,0.9999219238855536,0.9999,3.2016609523293196e-10,0.00032,0.0,0.002692,-0.002692,D,False
KS-02,KS,2,Safe R,Challenger,-10.919753167294177,984588.23,883560.96,120511.25,817106.57,-24.13205174259588,-24.132,6.503,0.0001031630413809,0.0001,2.884355566056133e-10,0.000288,0.0,0.000161,-0.000161,R,False
TX-29,TX,29,Safe D,Incumbent,20.48251283817732,256272.66,2651.0,215469.14,6323.18,52.19230878440653,52.192,12.032,0.9999928009263293,1.0,2.7924414336506766e-10,0.000279,0.0,0.000287,-0.000287,D,False
OR-01,OR,1,Safe D,Incumbent,17.576673418835615,473345.97,0.0,408656.33,0.0,49.21220432411626,49.212,11.701,0.9999869936788848,1.0,2.7384641997312326e-10,0.000274,0.0,0.000545,-0.000545,D,False
CA-07,CA,7,Safe D,Incumbent,18.0949623630077,659371.75,48492.41,366890.42,1551.5,49.765098378926496,49.765,11.759,0.9999884165024894,1.0,2.7066885034197777e-10,0.000271,0.0,0.000489,-0.000489,D,False
WA-01,WA,1,Safe D,Incumbent,13.178214590932551,1081640.46,175289.0,1635590.56,13741.0,43.51445731282376,43.514,11.217,0.9999476470957628,0.9999,2.649904671657905e-10,0.000265,0.0,0.00218,-0.00218,D,False
CA-52,CA,52,Safe D,Incumbent,20.01619970305512,256512.71,554257.29,212759.51,0.0,52.26667135717845,52.267,11.978,0.99999359679552,1.0,2.6150502886374257e-10,0.000262,0.0,0.000284,-0.000284,D,False
NY-21,NY,21,Likely R,Open,-9.04907683505566,3763744.53,7464092.229999999,265989.02,5531699.86,-17.65986461176191,-26.251,8.362,0.0173425105146103,0.0008,1.9732945082799114e-09,0.000257,0.0,0.000355,-0.000355,R,False
VT-00,VT,0,Safe D,Incumbent,15.057806438313465,3349695.49,0.0,1019541.81,14194.59,45.74353866803598,45.744,11.421,0.9999690119297834,1.0,2.5287345260591205e-10,0.000253,0.0,0.001359,-0.001359,D,False
GA-12,GA,12,Likely R,Challenger,-7.63401355344136,184033.82,656840.22,31475.07,626892.66,-17.736148446828306,-24.314,6.301,0.0024385965334875,0.0001,6.193422626813375e-09,0.000243,0.0,4.2e-05,-4.2e-05,R,False
WI-07,WI,7,Safe R,Challenger,-12.13181484837636,66045.0,954323.11,218083.15,1005255.88,-24.232113513382952,-24.232,6.579,0.00011507970079,0.0001,2.419286713782487e-10,0.000242,0.0,0.000291,-0.000291,R,False
FL-16,FL,16,Likely R,Challenger,-7.226442069336062,50000.0,2312159.4800000004,22112.0,526408.42,-27.33141347497714,-24.545,6.276,6.653598822810393e-06,0.0,8.862063003927745e-12,0.000239,0.0,2.9e-05,-2.9e-05,R,False
WI-06,WI,6,Safe R,Challenger,-10.259029707645526,5818.24,984339.83,77421.24,731502.63,-24.58140572083114,-24.581,6.461,7.109668973437352e-05,0.0001,2.3716650616584936e-10,0.000237,0.0,0.000103,-0.000103,R,False
IL-05,IL,5,Safe D,Incumbent,18.68377102039282,359248.63,12122.0,363190.52,2600.0,50.43601919969238,50.436,11.826,0.9999899964337924,1.0,2.3575538255161853e-10,0.000236,0.0,0.000484,-0.000484,D,False
MN-04,MN,4,Safe D,Incumbent,16.427906101446403,1296851.97,121668.25,1076598.19,76334.64,46.21409584673735,46.214,11.573,0.9999674390162472,1.0,2.3446065855627616e-10,0.000234,0.0,0.001435,-0.001435,D,False
GA-01,GA,1,Safe R,Challenger,-9.338075294766409,1316638.32,1053804.58,58290.26,719028.02,-24.488351433460103,-24.488,6.405,6.575704851694445e-05,0.0001,2.3149072590016976e-10,0.000231,0.0,7.8e-05,-7.8e-05,R,False
FL-21,FL,21,Likely R,Challenger,-6.707063416602949,82136.46,5768533.859999999,235547.71,3070108.2,-28.46363118943451,-21.435,6.245,2.581050035592291e-06,0.0003,1.4550296763520785e-12,0.000231,0.0,0.000314,-0.000314,R,False
TX-16,TX,16,Safe D,Incumbent,18.43690817546573,655792.14,375223.96,688375.63,60237.57,48.37969393889913,48.38,11.798,0.999979400064922,1.0,2.2945246676082326e-10,0.000229,0.0,0.000918,-0.000918,D,False
CA-15,CA,15,Safe D,Incumbent,28.539933135818373,2212578.24,41416.37,328461.47,139467.38,54.89342188703678,54.893,13.001,0.9999879095713334,1.0,2.0052054681831359e-10,0.000201,0.0,0.000438,-0.000438,D,False
CA-33,CA,33,Safe D,Incumbent,12.701667657858678,1649403.28,9182.26,2439224.2,4100.0,43.07010098555509,43.07,11.165,0.9999427065550406,0.9999,1.9566870112279964e-10,0.000196,0.0,0.003251,-0.003251,D,False
CA-04,CA,4,Safe D,Incumbent,16.90863605237989,997629.64,7271.94,894741.21,30889.98,47.60300689140111,47.603,11.626,0.9999788459859276,1.0,1.9315744693540212e-10,0.000193,0.0,0.001193,-0.001193,D,False
CA-16,CA,16,Safe D,Open,26.442084135142792,2329620.5,60993.7,5887218.18,17895.0,31.48635184285742,31.486,9.883,0.9992788545374516,0.9993,1.8235067802781068e-10,0.000182,0.0,0.007847,-0.007847,D,False
FL-24,FL,24,Safe D,Incumbent,26.86007770418651,304296.94,283704.18,155799.83,24060.43,57.57018982760645,57.57,12.793,0.9999966064830726,1.0,1.5777972184352478e-10,0.000158,0.0,0.000208,-0.000208,D,False
CA-02,CA,2,Safe D,Incumbent,23.30448603506257,520037.39,57149.0,532702.44,104968.33,52.29213835913521,52.292,12.363,0.9999883018603378,1.0,1.5005534333397182e-10,0.00015,0.0,0.00071,-0.00071,D,False
FL-05,FL,5,Safe R,Challenger,-11.450101278446976,0.0,308763.89,17624.34,241077.12,-27.530732253434177,-27.531,6.536,1.263986582560325e-05,0.0,1.4277775155262176e-10,0.000143,0.0,2.3e-05,-2.3e-05,R,False
FL-04,FL,4,Likely R,Challenger,-6.09606681878749,57544.71,1558350.12,21117.51,720159.2,-23.676993737957478,-24.643,6.208,6.839674165654743e-05,0.0,1.1948240846529228e-10,0.000142,0.0,2.8e-05,-2.8e-05,R,False
NC-05,NC,5,Safe R,Challenger,-12.9346878047449,20411.44,1461961.52,385458.36,1503229.0,-24.65055049148007,-24.651,6.63,0.0001003268248614,0.0001,1.3662819024539768e-10,0.000137,0.0,0.000514,-0.000514,R,False
OH-03,OH,3,Safe D,Incumbent,19.48297892975578,679095.1,0.0,490790.16,0.0,51.59903957804071,51.599,11.917,0.9999925370022784,1.0,1.3187796630953658e-10,0.000132,0.0,0.000654,-0.000654,D,False
ND-00,ND,0,Safe R,Open,-20.198325659708185,23313.0,1037736.46,1161589.67,2647741.19,-31.989887915415952,-31.99,9.307,0.0002939408431507,0.0003,1.3124064757148722e-10,0.000131,0.0,0.001548,-0.001548,R,False
FL-26,FL,26,Likely R,Challenger,-5.3717735987451976,113674.09,925634.77,36675.0,1260616.07,-17.917692248481206,-23.777,6.165,0.0018284088629971,0.0001,3.949867177055676e-09,0.000127,0.0,4.9e-05,-4.9e-05,R,False
NY-16,NY,16,Safe D,Challenger,20.483740598184923,2859055.67,30217.93,6468157.18,22817.54,24.02392784289251,24.024,7.128,0.9996243469041102,0.9996,1.2629599771588163e-10,0.000126,0.0,0.008621,-0.008621,D,False
IL-01,IL,1,Safe D,Incumbent,21.55760661563173,3058563.87,5803.0,303724.26,0.0,54.196626623270525,54.197,12.157,0.9999958633914224,1.0,1.1889345456522844e-10,0.000119,0.0,0.000405,-0.000405,D,False
SC-03,SC,3,Safe R,Open,-21.02599305771811,0.0,1046275.91,44024.47,403495.6,-37.87093807557245,-37.871,9.381,2.7092476447086463e-05,0.0,1.1781351099142252e-10,0.000118,0.0,5.9e-05,-5.9e-05,R,False
NY-06,NY,6,Safe D,Incumbent,16.45316367287223,968942.52,2404.74,1502379.33,16452.0,47.55752305266424,47.558,11.575,0.9999800906520449,1.0,1.1162884114749583e-10,0.000112,0.0,0.002003,-0.002003,D,False
IN-09,IN,9,Safe R,Challenger,-16.1330901327918,122003.36,6875275.42,287751.53,661649.75,-26.940113898162483,-26.94,6.837,4.0645775470335056e-05,0.0,1.1223954775377456e-10,0.000112,0.0,0.000384,-0.000384,R,False
CO-02,CO,2,Safe D,Incumbent,16.877197454600925,1732589.66,27993.91,1396265.73,4965.0,48.25561257789992,48.256,11.623,0.999983512743126,1.0,1.0074213855342012e-10,0.000101,0.0,0.001861,-0.001861,D,False
VA-11,VA,11,Safe D,Incumbent,17.903084074439196,1323728.6,302044.71,1412164.46,63794.55,48.61504143590654,48.615,11.738,0.9999827692324552,1.0,9.874246401830564e-11,9.9e-05,0.0,0.001882,-0.001882,D,False
IL-02,IL,2,Safe D,Incumbent,19.498388941928752,669811.89,1568.0,666154.78,0.0,51.61833405109718,51.618,11.919,0.999992570066941,1.0,9.67361976000175e-11,9.7e-05,0.0,0.000888,-0.000888,D,False
FL-17,FL,17,Safe R,Challenger,-9.993020786991144,184221.67,812361.52,44298.57,681863.83,-26.194530278997917,-26.195,6.445,2.408320349039112e-05,0.0,9.52388918183589e-11,9.5e-05,0.0,5.9e-05,-5.9e-05,R,False
IN-04,IN,4,Safe R,Challenger,-18.261366892061144,225.0,195268.86,39664.2,128381.78,-30.67094359129227,-30.671,6.978,5.5268639214617925e-06,0.0,9.315788803879808e-11,9.3e-05,0.0,5.3e-05,-5.3e-05,R,False
GA-03,GA,3,Safe R,Open,-18.45277392927388,17245.66,804213.9,121683.33,1228335.96,-35.04199936379136,-35.042,9.152,6.439558853581844e-05,0.0001,9.088661515523498e-11,9.1e-05,0.0,0.000162,-0.000162,R,False
AL-02,AL,2,Safe R,Challenger,-17.48894147961364,79959.87,524421.35,1970364.5,1226100.44,-25.583755248269544,-25.584,6.926,0.0001104948578869,0.0001,8.434443610345607e-11,8.4e-05,0.0,0.002626,-0.002626,D,False
TX-18,TX,18,Safe D,Challenger,24.07140301654301,729472.81,122958.5,1650665.8,34224.5,28.44328880852457,28.443,7.378,0.999942110089589,0.9999,8.138827592255009e-11,8.1e-05,0.0,0.0022,-0.0022,D,False
IL-03,IL,3,Safe D,Incumbent,20.7490927090049,1847630.44,20362.61,682287.73,9090.41,52.88312955303251,52.883,12.063,0.9999941705515214,1.0,7.305443439225823e-11,7.3e-05,0.0,0.000909,-0.000909,D,False
NJ-08,NJ,8,Safe D,Challenger,23.722217972151167,1568188.5,0.0,2202084.19,7459.58,28.079371361247983,28.079,7.354,0.9999328297028218,0.9999,7.165750915229249e-11,7.2e-05,0.0,0.002935,-0.002935,D,False
FL-10,FL,10,Safe D,Incumbent,14.832758363085407,82753618.47,474027.6,3680264.0,30411.75,45.58922057494014,45.589,11.396,0.9999683671179262,1.0,7.199112174240098e-11,7.2e-05,0.0,0.004905,-0.004905,D,False
LA-02,LA,2,Safe D,Challenger,25.16643417438329,4615365.07,272250.6,1102416.0,31909.29,29.780179532065883,29.78,7.457,0.999967493871628,1.0,6.929382490854838e-11,6.9e-05,0.0,0.001469,-0.001469,D,False
PA-02,PA,2,Safe D,Incumbent,21.679232400053635,616648.95,0.0,635500.61,15219.06,53.810430763269295,53.81,12.171,0.9999950889331894,1.0,6.530477754671875e-11,6.5e-05,0.0,0.000847,-0.000847,D,False
CA-30,CA,30,Safe D,Incumbent,24.07935261980949,23217191.950000003,77594.12,1519517.95,409961.72,51.92068280769836,51.921,12.455,0.9999846722272018,1.0,6.364071902239384e-11,6.4e-05,0.0,0.002025,-0.002025,D,False
TX-35,TX,35,Safe D,Incumbent,21.121858476582872,1967906.61,14918.52,679817.98,440.81,53.63630977008422,53.636,12.106,0.9999952973048222,1.0,6.026080365776417e-11,6e-05,0.0,0.000906,-0.000906,D,False
WI-05,WI,5,Safe R,Challenger,-14.69210694188942,114370.77,628580.39,88302.73,532106.8,-28.393796652605364,-28.394,6.743,1.2706754322766012e-05,0.0,5.7873257628173115e-11,5.8e-05,0.0,0.000118,-0.000118,R,False
CA-32,CA,32,Safe D,Incumbent,20.56759341291789,1863234.18,64051.76,1116504.37,47634.0,52.00629901275781,52.006,12.042,0.9999921527652316,1.0,5.7711758799577376e-11,5.8e-05,0.0,0.001488,-0.001488,D,False
CA-01,CA,1,Safe R,Challenger,-12.4413722392534,639249.61,488739.55,60194.56,627954.84,-27.68671913346841,-27.687,6.598,1.358363747675254e-05,0.0,5.6897203339702016e-11,5.7e-05,0.0,8e-05,-8e-05,R,False
IL-09,IL,9,Safe D,Incumbent,20.158433724412745,1080089.94,9895.5,1049033.26,12008.78,52.18573026787361,52.186,11.995,0.9999932141961144,1.0,5.5345194474187496e-11,5.5e-05,0.0,0.001398,-0.001398,D,False
IL-04,IL,4,Safe D,Incumbent,23.59065145959472,458864.49,0.0,375792.56,0.0,56.74214888010852,56.742,12.397,0.9999976424773374,1.0,5.5009378179970586e-11,5.5e-05,0.0,0.000501,-0.000501,D,False
WI-04,WI,4,Safe D,Incumbent,24.931618077414967,341187.52,0.0,392401.61,15663.0,57.53093244325906,57.531,12.558,0.9999976895214436,1.0,4.9045606809502417e-11,4.9e-05,0.0,0.000523,-0.000523,D,False
CA-19,CA,19,Safe D,Incumbent,18.97607047198322,1249628.29,74886.18,1583704.43,7948.56,50.85041803185775,50.85,11.859,0.9999909771358788,1.0,4.896984440938176e-11,4.9e-05,0.0,0.002111,-0.002111,D,False
MT-02,MT,2,Safe R,Open,-16.562420619068124,508808.01,1269351.77,66649.9,1419719.25,-35.689226011208305,-35.689,8.988,3.57931333509978e-05,0.0,4.834267806804503e-11,4.8e-05,0.0,8.9e-05,-8.9e-05,R,False
CA-18,CA,18,Safe D,Incumbent,22.530887217829346,1166709.4300000002,242023.45,1462434.43,191568.19,52.61460526066078,52.615,12.271,0.9999909682454012,1.0,4.556341548127561e-11,4.6e-05,0.0,0.001949,-0.001949,D,False
TX-31,TX,31,Safe R,Challenger,-14.829107583854608,16356.0,681824.35,108836.57,641743.21,-28.484470454300915,-28.484,6.751,1.227016819249522e-05,0.0,4.6206535384465094e-11,4.6e-05,0.0,0.000145,-0.000145,R,False
TX-09,TX,9,Safe D,Incumbent,26.61737389763581,230122.95,1111.26,217887.67,0.0,60.531828854056414,60.532,12.763,0.9999989461765048,1.0,4.255379530781799e-11,4.3e-05,0.0,0.00029,-0.00029,D,False
ID-02,ID,2,Safe R,Challenger,-14.863293758937132,12500.0,872456.25,102146.67,625948.79,-28.669181691702796,-28.669,6.754,1.093210382451289e-05,0.0,4.2661833249247945e-11,4.3e-05,0.0,0.000136,-0.000136,R,False
CA-44,CA,44,Safe D,Incumbent,25.585392212203978,438100.05,0.0,305371.3,0.0,59.23971158634515,59.24,12.637,0.9999986194283238,1.0,3.974758003875232e-11,4e-05,0.0,0.000407,-0.000407,D,False
WA-09,WA,9,Safe D,Incumbent,21.550272727277893,857627.62,133994.62,961177.13,1785.0,54.14524814513744,54.145,12.156,0.9999957872493308,1.0,3.816194303668054e-11,3.8e-05,0.0,0.001281,-0.001281,D,False
OH-02,OH,2,Safe R,Open,-24.48289495044701,15407.25,817324.55,132781.86,719720.99,-40.21149013403895,-40.211,9.698,1.6897806701776882e-05,0.0,3.8138932555562896e-11,3.8e-05,0.0,0.000177,-0.000177,R,False
TX-27,TX,27,Safe R,Challenger,-12.998842038805336,6874.099999999999,853345.53,52054.67,576143.83,-28.613991947018835,-28.614,6.634,8.039512977091656e-06,0.0,3.7611634210352514e-11,3.8e-05,0.0,6.9e-05,-6.9e-05,R,False
KS-04,KS,4,Safe R,Challenger,-14.574908575782132,36634.9,927642.35,47782.04,406237.33,-29.54696004636307,-29.547,6.735,5.744673848325174e-06,0.0,3.71595102148356e-11,3.7e-05,0.0,6.4e-05,-6.4e-05,R,False
AR-03,AR,3,Safe R,Challenger,-15.476863151334888,36766.89,819907.01,250700.58,1075585.74,-28.15152999137876,-28.152,6.794,1.707978842621548e-05,0.0,3.5571429110436946e-11,3.6e-05,0.0,0.000334,-0.000334,R,False
SC-02,SC,2,Safe R,Challenger,-8.884926417688632,96508.73,559359.07,13806.7,466814.45,-28.069895688922266,-28.07,6.377,5.364060699226001e-06,0.0,3.486070615909996e-11,3.5e-05,0.0,1.8e-05,-1.8e-05,R,False
NC-09,NC,9,Likely R,Challenger,-5.841307578312968,50000.0,1379445.14,25749.26,1273708.1,-23.438151891651756,-25.898,6.193,7.69546254466344e-05,0.0,1.513213021733223e-10,3.4e-05,0.0,3.4e-05,-3.4e-05,R,False
FL-20,FL,20,Safe D,Incumbent,26.10346106505017,2593317.07,262728.41000000003,336126.11,86.04,59.88257427060199,59.883,12.7,0.999998792478457,1.0,3.1586914383480046e-11,3.2e-05,0.0,0.000448,-0.000448,D,False
LA-06,LA,6,Safe R,Challenger,-18.66232902104467,0.0,949070.51,1107541.71,1242689.12,-28.20381697517344,-28.204,7.005,2.8324006574833622e-05,0.0,3.1387625458695185e-11,3.1e-05,0.0,0.001476,-0.001476,D,False
OH-12,OH,12,Safe R,Challenger,-17.225752396313208,603942.4500000001,726567.26,331117.1,944302.26,-28.969530386473863,-28.97,6.909,1.375536664083071e-05,0.0,2.9575570360666836e-11,3e-05,0.0,0.000441,-0.000441,R,False
TX-33,TX,33,Safe D,Incumbent,24.328975075347326,599042.81,386.0,624198.22,4680.83,57.49666765909191,57.497,12.485,0.9999979392549636,1.0,2.8688841323386108e-11,2.9e-05,0.0,0.000832,-0.000832,D,False
TN-04,TN,4,Safe R,Challenger,-22.05113294578421,8571.88,68441.07,110272.54,152104.88,-32.92950808338022,-32.93,7.237,2.6773738442957707e-06,0.0,2.869689879269625e-11,2.9e-05,0.0,0.000147,-0.000147,R,False
