district_id,cook_rating,incumb_status,pvi,is_currently_committed,model_party_dollars,dccc_scaled_party_dollars,delta_seats
NM-03,Likely D,Incumbent,3.9759876881442278,False,0.0,0.0,0.0
CA-32,Safe D,Incumbent,20.567593412917894,False,0.0,0.0,0.0
CA-33,Safe D,Incumbent,12.701667657858678,False,0.0,0.0,0.0
CA-34,Safe D,Incumbent,34.29769394227007,False,0.0,0.0,0.0
CA-35,Safe D,Incumbent,14.526011827287176,False,0.0,0.0,0.0
CA-36,Safe D,Incumbent,21.379065236746058,False,0.0,0.0,0.0
CA-37,Safe D,Incumbent,38.17115571896528,False,0.0,0.0,0.0
CA-38,Safe D,Challenger,15.524643438248566,False,0.0,0.0,0.0
CA-39,Safe D,Incumbent,12.638332359465792,False,0.0,0.0,0.0
CA-41,Toss-Up,Incumbent,-3.5498506287901357,False,0.0,0.0,0.0
CA-42,Safe D,Incumbent,23.548646756052822,False,0.0,0.0,0.0
CA-43,Safe D,Incumbent,33.66523654372313,False,0.0,0.0,0.0
CA-44,Safe D,Incumbent,25.585392212203978,False,0.0,0.0,0.0
NE-03,Safe R,Challenger,-29.05395314239278,False,0.0,0.0,0.0
NY-09,Safe D,Incumbent,26.546679495384446,False,0.0,0.0,0.0
NY-06,Safe D,Incumbent,16.45316367287223,False,0.0,0.0,0.0
NY-07,Safe D,Open,32.947096636428,False,0.0,0.0,0.0
NY-08,Safe D,Incumbent,27.20390212058902,False,0.0,0.0,0.0
CO-01,Safe D,Incumbent,28.762867479927927,False,0.0,0.0,0.0
NY-18,Lean D,Incumbent,0.6565680576901656,False,0.0,0.0,0.0
NY-16,Safe D,Incumbent,20.483740598184923,False,0.0,0.0,0.0
MO-01,Safe D,Incumbent,27.249169270162675,False,0.0,0.0,0.0
MN-05,Safe D,Incumbent,29.534822063444928,False,0.0,0.0,0.0
MN-04,Safe D,Incumbent,16.427906101446403,False,0.0,0.0,0.0
NY-13,Safe D,Incumbent,40.02459454905407,False,0.0,0.0,0.0
NY-12,Safe D,Open,34.68988016555067,False,0.0,0.0,0.0
CA-52,Safe D,Incumbent,20.016199703055122,False,0.0,0.0,0.0
NY-14,Safe D,Incumbent,29.655224876126084,False,0.0,0.0,0.0
CO-02,Safe D,Incumbent,16.877197454600925,False,0.0,0.0,0.0
CO-04,Safe R,Challenger,-13.921511275641516,False,0.0,0.0,0.0
CO-06,Safe D,Incumbent,8.034491840473857,False,0.0,0.0,0.0
CO-07,Lean D,Incumbent,2.769295170062125,False,0.0,0.0,0.0
NY-25,Likely D,Incumbent,6.997501041410814,False,0.0,0.0,0.0
OR-01,Safe D,Incumbent,17.576673418835615,False,0.0,0.0,0.0
OK-03,Safe R,Challenger,-25.040406323060722,False,0.0,0.0,0.0
OR-03,Safe D,Incumbent,22.427199819667493,False,0.0,0.0,0.0
NY-20,Likely D,Incumbent,6.380110330079763,False,0.0,0.0,0.0
OH-13,Lean D,Incumbent,-0.4196957081654351,False,0.0,0.0,0.0
OK-02,Safe R,Challenger,-28.318688286984766,False,0.0,0.0,0.0
OH-11,Safe D,Incumbent,28.441346247008543,False,0.0,0.0,0.0
PA-12,Likely D,Incumbent,7.88100756160039,False,0.0,0.0,0.0
CA-30,Safe D,Incumbent,24.07935261980949,False,0.0,0.0,0.0
CA-29,Safe D,Incumbent,27.637639681993456,False,0.0,0.0,0.0
CA-28,Safe D,Incumbent,16.169126222614,False,0.0,0.0,0.0
MD-04,Safe D,Challenger,40.07215890845792,False,0.0,0.0,0.0
MD-03,Safe D,Incumbent,8.507214711156301,False,0.0,0.0,0.0
MD-02,Likely D,Incumbent,6.588015915525597,False,0.0,0.0,0.0
MA-08,Safe D,Incumbent,14.729375410314466,False,0.0,0.0,0.0
MA-07,Safe D,Incumbent,35.552286282446815,False,0.0,0.0,0.0
OH-04,Safe R,Challenger,-20.55908860807346,False,0.0,0.0,0.0
OH-03,Safe D,Incumbent,19.48297892975578,False,0.0,0.0,0.0
OH-02,Safe R,Open,-24.48289495044701,False,0.0,0.0,0.0
NY-05,Safe D,Incumbent,31.66570070517945,False,0.0,0.0,0.0
NY-26,Safe D,Incumbent,8.41704225398517,False,0.0,0.0,0.0
MI-06,Safe D,Incumbent,10.536606251083619,False,0.0,0.0,0.0
MD-08,Safe D,Incumbent,29.458751280694372,False,0.0,0.0,0.0
MO-08,Safe R,Challenger,-27.92529244087229,False,7.275957614183426e-12,0.0,0.0
CT-01,Safe D,Incumbent,11.526638530994981,False,0.0,0.0,0.0
NY-10,Safe D,Incumbent,35.683837953159355,False,0.0,0.0,0.0
CA-51,Safe D,Incumbent,11.437344844143032,False,0.0,0.0,0.0
CA-50,Safe D,Incumbent,14.071194061937565,False,0.0,0.0,0.0
CA-18,Safe D,Incumbent,22.530887217829346,False,0.0,0.0,0.0
CA-19,Safe D,Incumbent,18.97607047198322,False,0.0,0.0,0.0
MI-09,Safe R,Challenger,-17.85195581310617,False,9.094947017729282e-13,0.0,0.0
MI-11,Likely D,Incumbent,6.989361726624355,False,0.0,0.0,0.0
MI-12,Safe D,Incumbent,22.83353465712751,False,0.0,0.0,0.0
MI-13,Safe D,Incumbent,24.1254278498976,False,0.0,0.0,0.0
MA-01,Safe D,Incumbent,8.575942547188976,False,0.0,0.0,0.0
MA-02,Safe D,Incumbent,12.66908430464133,False,0.0,0.0,0.0
MA-03,Safe D,Incumbent,11.100187597102483,False,0.0,0.0,0.0
MA-04,Safe D,Incumbent,11.65184581520879,False,0.0,0.0,0.0
MA-05,Safe D,Incumbent,22.981622359533727,False,0.0,0.0,0.0
MA-06,Safe D,Incumbent,10.243287841991489,False,0.0,0.0,0.0
PA-02,Safe D,Incumbent,21.679232400053635,False,0.0,0.0,0.0
PA-03,Safe D,Open,39.56244943477092,False,0.0,0.0,0.0
PA-04,Likely D,Incumbent,6.7213071147185115,False,0.0,0.0,0.0
SC-06,Safe D,Incumbent,14.673162065264773,False,0.0,0.0,0.0
LA-02,Safe D,Incumbent,25.16643417438329,False,0.0,0.0,0.0
RI-01,Safe D,Incumbent,12.30038609480771,False,0.0,0.0,0.0
PA-17,Lean D,Incumbent,0.060852313130244085,False,0.0,0.0,0.0
TX-11,Safe R,Challenger,-22.919337360625505,False,0.0,0.0,0.0
KY-03,Safe D,Incumbent,8.079431177631157,False,0.0,0.0,0.0
KY-04,Safe R,Challenger,-19.686205100289342,False,0.0,0.0,0.0
KS-03,Toss-Up,Incumbent,-2.001934384644852,False,0.0,0.0,0.0
LA-01,Safe R,Challenger,-22.944673490403893,False,0.0,0.0,0.0
MD-07,Safe D,Incumbent,30.226960116774826,False,0.0,0.0,0.0
MD-06,Toss-Up,Challenger,1.142896202854865,False,0.0,0.0,0.0
MD-05,Safe D,Open,13.90135693169312,False,0.0,0.0,0.0
IN-07,Safe D,Incumbent,18.607074845547505,False,0.0,0.0,0.0
PA-05,Safe D,Incumbent,13.93763368095236,False,0.0,0.0,0.0
CA-17,Safe D,Incumbent,24.68124762453286,False,0.0,0.0,0.0
CA-15,Safe D,Incumbent,28.539933135818373,False,0.0,0.0,0.0
CA-16,Safe D,Incumbent,26.442084135142792,False,0.0,0.0,0.0
IL-05,Safe D,Incumbent,18.68377102039282,False,0.0,0.0,0.0
IL-07,Safe D,Open,36.705380273468435,False,0.0,0.0,0.0
IL-10,Safe D,Incumbent,11.04113176541972,False,0.0,0.0,0.0
IL-14,Likely D,Incumbent,3.54197654493737,False,0.0,0.0,0.0
TX-01,Safe R,Challenger,-25.594871709035786,False,0.0,0.0,0.0
IL-04,Safe D,Incumbent,23.590651459594714,False,0.0,0.0,0.0
IL-02,Safe D,Incumbent,19.498388941928752,False,0.0,0.0,0.0
IL-03,Safe D,Incumbent,20.7490927090049,False,0.0,0.0,0.0
CT-03,Likely D,Incumbent,6.922120923630809,False,0.0,0.0,0.0
HI-01,Safe D,Challenger,14.514952454064334,False,0.0,0.0,0.0
GA-14,Safe R,Open,-22.307036948383235,False,0.0,0.0,0.0
GA-13,Safe D,Challenger,27.507513349372736,False,0.0,0.0,0.0
GA-05,Safe D,Incumbent,31.892357754569606,False,0.0,0.0,0.0
TX-18,Safe D,Challenger,24.071403016543012,False,0.0,0.0,0.0
DE-00,Likely D,Incumbent,6.127682804332846,False,0.0,0.0,0.0
CT-04,Safe D,Incumbent,12.541705966334455,False,0.0,0.0,0.0
FL-24,Safe D,Challenger,26.86007770418651,False,0.0,0.0,0.0
AL-07,Safe D,Incumbent,14.226682719477429,False,0.0,0.0,0.0
GA-04,Safe D,Incumbent,26.368184394606217,False,0.0,0.0,0.0
FL-20,Safe D,Incumbent,26.10346106505017,False,0.0,0.0,0.0
VA-03,Safe D,Incumbent,16.85842965665598,False,0.0,0.0,0.0
FL-10,Safe D,Incumbent,14.832758363085407,False,0.0,0.0,0.0
TX-16,Safe D,Incumbent,18.43690817546573,False,0.0,0.0,0.0
TX-13,Safe R,Challenger,-26.679313899188365,False,0.0,0.0,0.0
CA-09,Likely D,Incumbent,4.989054547840372,False,0.0,0.0,0.0
CA-10,Safe D,Incumbent,18.00449331076005,False,0.0,0.0,0.0
CA-12,Safe D,Incumbent,40.46856696126791,False,0.0,0.0,0.0
WA-01,Safe D,Incumbent,13.178214590932551,False,0.0,0.0,0.0
WI-02,Safe D,Incumbent,18.958739607660107,False,0.0,0.0,0.0
WI-04,Safe D,Incumbent,24.931618077414967,False,0.0,0.0,0.0
WA-02,Safe D,Incumbent,9.080595379195262,False,0.0,0.0,0.0
AL-04,Safe R,Challenger,-32.99150514498746,False,0.0,0.0,0.0
NY-15,Safe D,Incumbent,36.766509186357546,True,5000.0,1199147.816981061,-2.8403113194741536e-10
IL-09,Safe D,Open,20.158433724412745,True,5.8,1391.0114676980306,-9.1409777303042e-08
CA-11,Safe D,Incumbent,37.65186614121579,True,425000.0,101927564.44339018,-4.129384750806153e-07
CA-14,Safe D,Open,22.448767455138224,True,24954.05,5984718.916467248,-0.00040556842548644667
TN-07,Safe R,Challenger,-10.102757532277787,True,487561.3442989987,4653801.5424694065,-0.0007633922312244371
TX-35,Safe D,Challenger,21.121858476582872,True,530989.7968344975,8394034.718867425,-0.0016104479068226318
MD-01,Safe R,Challenger,-11.511437051533768,True,2464310.362851443,3452982.113431474,-0.002398597295988625
NC-01,Lean D,Incumbent,2.6847642563189944,True,3029583.880267327,28779547.60754546,-0.002561465281323727
AL-02,Safe R,Incumbent,-17.48894147961364,True,3327583.1634076177,23982956.339621216,-0.0055614523796557735
CO-08,Toss-Up,Challenger,-0.9917513678841472,True,5015156.726518394,9324573.424844729,-0.009967055582612017
NC-11,Safe R,Challenger,-8.230709932398778,True,3994996.337639802,77219783.20579475,-0.014373552535819178
AZ-02,Likely R,Challenger,-6.433271888721167,True,5791517.235719463,27067164.524896506,-0.016171536124427566
PA-07,Lean R,Challenger,-2.2695414278169013,True,6163744.102937836,23982956.339621216,-0.019141892224099233
NJ-07,Lean R,Challenger,-2.1840325062936543,True,5115614.870044787,69310743.82150532,-0.024427535087048424
