district_id,cook_rating,predicted_dccc_share,predicted_dccc_dollars,model_optimal_dollars
FL-06,Safe R,0.0011965416389610707,471805.5003030711,26050.129141605663
FL-07,Likely R,0.004453965816843419,1756232.7144529526,4216450.007056221
FL-08,Safe R,0.0015250845148466455,601352.4637190652,2635721.645048324
FL-09,Safe D,0.0011527735404111767,454547.4050047104,1595655.8078887938
FL-10,Safe D,0.0010109641808012473,398630.89221497235,0.0
FL-11,Likely R,0.002444877728997012,964033.9479625921,5296.593821769638
FL-12,Safe R,0.0005569596596289588,219613.44453339034,565995.60814289
FL-13,Likely R,0.004807804726019359,1895754.096855825,4480671.124936349
FL-14,Safe D,0.0012722104987892015,501642.3092415152,1639428.5387583147
FL-15,Likely R,0.00514590113568668,2029068.0915549702,183627.21650913436
FL-16,Likely R,0.0029685147341580484,1170508.015519252,92336.0739353355
FL-17,Safe R,0.001726917697864098,680936.8281829655,75999.0156560165
FL-18,Safe R,0.0008840111170908343,348572.33028234594,999.3019192782067
FL-19,Safe R,0.0013368043867951038,527112.1722657612,2866.47360276938
FL-20,Safe D,7.324299775782474e-05,28880.273009831715,0.0
FL-21,Likely R,0.004377034509971806,1725898.1130102098,1565686.6668199794
FL-22,Likely D,0.004959129986178956,1955422.8018580868,6954757.470988911
FL-23,Likely D,0.0022928910426036047,904104.4375483035,253248.73744292138
FL-24,Safe D,0.00010557131528886321,41627.57534352375,0.0
FL-25,Safe D,0.001120142284679619,441680.6518265154,1075001.9907934507
FL-26,Likely R,0.00411746770017187,1623548.938880286,622166.9354865301
FL-27,Toss-Up,0.006913287177346109,2725961.896552692,4976737.610046914
FL-28,Toss-Up,0.007042567073382507,2776937.946229946,3493890.0217739865
GA-01,Likely R,0.006472183215561858,2552031.237895475,9196.546397041704
GA-02,Likely D,0.0030098461913556722,1186805.324535854,380068.2468877316
GA-03,Safe R,0.00031340542915378987,123578.15263996286,4016.4922060082463
GA-04,Safe D,4.644870061054755e-05,18315.077149354387,0.0
GA-05,Safe D,1.8032704607623884e-05,7110.433053215532,0.0
GA-06,Safe R,0.0006558429938691133,258603.89790642986,84578.10198266734
GA-07,Likely D,0.002581842218336239,1018040.0914283198,3629363.5607854333
GA-08,Safe R,0.00044202144123209303,174292.42780574664,612.1741624241913
GA-09,Safe R,0.00010946565673484673,43163.14389746776,11118.93884789967
GA-10,Safe R,0.0012603598488954018,496969.50754368596,18783.704564169864
GA-11,Safe R,0.0015335169295884478,604677.4292083343,8100.038387452427
GA-12,Likely R,0.0025588759267610173,1008984.3073804183,11558.767945754338
GA-13,Safe D,0.00013034509746317195,51396.06672949659,0.0
GA-14,Safe R,0.002752088089946587,1085169.337928588,0.0
HI-01,Safe D,0.0010312315564545726,406622.4731166199,0.0
HI-02,Safe D,0.00043183000312270497,170273.8659776914,71489.61003142188
