as_of,days_before_election,budget_2026,l_t_committed,pct_budget_committed,dccc_observed_scaled_expected_seats,model_optimal_expected_seats,gain
2026-08-04,91,394307632.0459093,1644116.04,0.4169627738294894,228.32884222776698,236.231005755975,7.902163528208007
