cycle,auc,brier,intensity_r2,forecast_seats,actual_seats,forecast_error_seats
2012,0.7264623955431755,0.15415296587340244,-4.483618260711409,200.2877344334591,198.4498200148372,1.8379144186218923
2014,0.7131962864721485,0.11128678352443769,-5.490432115043362,197.35391078640066,195.17359942202023,2.1803113643804295
2016,0.7903266018449264,0.08079036291844115,-4.049983332501595,206.1769030575566,202.99971804385638,3.1771850137002104
2018,0.8746809415768575,0.10896934980361501,-0.9303192180517816,241.28351088438447,238.68776924462924,2.595741639755232
2020,0.8375420875420876,0.1128117715840857,-3.5208725214985153,242.45341196945338,240.24936388416745,2.204048085285933
2022,0.9052341597796143,0.10014728707855933,-1.43253469848052,214.82680488182797,213.36650713341362,1.460297748414348
2024,0.9002936718453959,0.07625253907147547,-2.1702300835107393,216.72070366583867,215.11518484604994,1.6055188197887276
